row_label_raw,row_label_full,Nguyên giá:,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải, truyền dẫn",Thiết bị văn phòng,TSCĐ hữu hình khác,Đơn vị tính:VND Tổng cộng,"numeric__Nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị","numeric__Phương tiện vận tải, truyền dẫn",numeric__Thiết bị văn phòng,numeric__TSCĐ hữu hình khác,numeric__Đơn vị tính:VND Tổng cộng
"Số đầu kỳ- Mua trong kỳ- Đầu tư XDCB hoàn thành- Phân loại lại- Tăng do sáp nhập công ty con (*)- Chuyển sang bất động sản đầu tư- Thanh lý, nhượng bán","Số đầu kỳ- Mua trong kỳ- Đầu tư XDCB hoàn thành- Phân loại lại- Tăng do sáp nhập công ty con (*)- Chuyển sang bất động sản đầu tư- Thanh lý, nhượng bán","Số đầu kỳ- Mua trong kỳ- Đầu tư XDCB hoàn thành- Phân loại lại- Tăng do sáp nhập công ty con (*)- Chuyển sang bất động sản đầu tư- Thanh lý, nhượng bán",180.061.751.46269.000.000385.290.000529.492.93218.876.181.740(29.258.719.480),295.370.553.850-13.566.696.364(529.492.932)5.241.161.295(11.124.691.018)-,18.416.994.314--3.998.408.122--(1.191.594.062),59.208.502.833-1.002.316.818--658.325.407--(1.191.594.062),65.128.502--1.807.714.005--(1.191.594.062),553.122.930.96169.000.00014.954.303.18230.581.790.569(11.124.691.018)(30.450.313.542),,,,,,
Số cuối kỳTrong đó:Đã khấu hao hết,"Số đầu kỳ- Mua trong kỳ- Đầu tư XDCB hoàn thành- Phân loại lại- Tăng do sáp nhập công ty con (*)- Chuyển sang bất động sản đầu tư- Thanh lý, nhượng bán > Số cuối kỳTrong đó:Đã khấu hao hết",Số cuối kỳTrong đó:Đã khấu hao hết,170.662.996.654-,302.524.227.559-,22.415.402.436-,59.677.550.996-,1.872.842.507-,557.153.020.152109.849.845,,,,,,5.5715302015210986e+20
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,,,
"Số đầu kỳ- Khấu hao trong kỳ- Phân loại lại- Tăng do sáp nhập công ty con (*)- Chuyển sang bất động sản đầu tư- Thanh lý, nhượng bán","Số đầu kỳ- Khấu hao trong kỳ- Phân loại lại- Tăng do sáp nhập công ty con (*)- Chuyển sang bất động sản đầu tư- Thanh lý, nhượng bán","Số đầu kỳ- Khấu hao trong kỳ- Phân loại lại- Tăng do sáp nhập công ty con (*)- Chuyển sang bất động sản đầu tư- Thanh lý, nhượng bán",85.327.683.1382.836.395.338413.004.4839.105.314.463(16.839.594.376),255.999.130.8119.951.919.345(413.004.483)2.668.502.978(1.638.127.356)-,10.848.392.244652.258.790-2.436.825.614--(177.306.295),30.481.999.7452.844.842.323--409.065.654--(177.306.295),54.273.75233.566.214--1.251.886.702--(177.306.295),382.711.479.69016.318.982.01015.871.595.411(1.638.127.356)(17.016.900.671),,,,,,
Số cuối kỳ,"Số đầu kỳ- Khấu hao trong kỳ- Phân loại lại- Tăng do sáp nhập công ty con (*)- Chuyển sang bất động sản đầu tư- Thanh lý, nhượng bán > Số cuối kỳ",Số cuối kỳ,80.842.803.046,266.568.421.295,13.937.476.648,33.558.601.427,1.339.726.668,396.247.029.084,80842803046.0,266568421295.0,13937476648.0,33558601427.0,1339726668.0,396247029084.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,
Số đầu kỳ,Giá trị còn lại: > Số đầu kỳ,Số đầu kỳ,94.734.068.324,39.371.423.039,7.568.602.070,28.726.503.088,10.854.750,170.411.451.271,94734068324.0,39371423039.0,7568602070.0,28726503088.0,10854750.0,170411451271.0
Số cuối kỳ,Giá trị còn lại: > Số cuối kỳ,Số cuối kỳ,89.820.193.608,35.955.806.264,8.477.925.788,26.118.949.569,533.115.839,160.905.991.068,89820193608.0,35955806264.0,8477925788.0,26118949569.0,533115839.0,160905991068.0
Trong đó:Cẩm cố/ thế chấp,Giá trị còn lại: > Trong đó:Cẩm cố/ thế chấp,Trong đó:Cẩm cố/ thế chấp,30.742.620.665,268.108.276.742,-,-,-,298.850.897.407,30742620665.0,268108276742.0,,,,298850897407.0
