row_label_raw,row_label_full,"Phải nộpThuế giá trị gia tăngThuế thu nhập doanh nghiệp(Thuyết minh số 30.1)Thuế thu nhập cá nhânLợi nhuận phải nộp về Nhà nướcCác khoản phí, lệ phí và các khoản phải nộp khác",Ngày 1 tháng 9năm 2016 > 4.319.119.128 > 4.279.501.182 > 1.157.476.510 > 263.107.936.985 > 3.050.305.716,Số phải nộptrong kỳ > 13.864.912.101 > 1.543.788.431 > 1.907.193.619 > - > 2.363.702.705,Số đã nộptrong kỳ > (17.110.292.683) > (5.371.742.587) > (2.954.472.768) > (143.721.848.597) > (5.414.008.421),Đơn vị tính: VNDNgày 31 tháng 12năm 2016 > 1.073.738.546 > 451.547.026 > 110.197.361 > 119.386.088.388 > -,numeric__Ngày 1 tháng 9năm 2016 > 4.319.119.128 > 4.279.501.182 > 1.157.476.510 > 263.107.936.985 > 3.050.305.716,numeric__Số phải nộptrong kỳ > 13.864.912.101 > 1.543.788.431 > 1.907.193.619 > - > 2.363.702.705,numeric__Số đã nộptrong kỳ > (17.110.292.683) > (5.371.742.587) > (2.954.472.768) > (143.721.848.597) > (5.414.008.421),numeric__Đơn vị tính: VNDNgày 31 tháng 12năm 2016 > 1.073.738.546 > 451.547.026 > 110.197.361 > 119.386.088.388 > -
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,275.914.339.521,19.679.596.856,(174.572.365.056),121.021.571.321,275914339521.0,19679596856.0,-174572365056.0,121021571321.0
,,,Ngày 1 tháng 9năm 2016,Tăng trong kỳ,Giảm trong kỳ,Đơn vị tính: VNDNgày 31 tháng 12năm 2016,,,,
"Phải thuThuế nhà đất, tiền thuê đất","Phải thuThuế nhà đất, tiền thuê đất","Phải thuThuế nhà đất, tiền thuê đất",-,3.327.042.722,(3.295.538.858),31.503.864,,3327042722.0,-3295538858.0,31503864.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,-,3.327.042.722,(3.295.538.858),31.503.864,,3327042722.0,-3295538858.0,31503864.0
