row_label_raw,row_label_full,col_0,Giá trị ghi sổ > 31/12/2015,Giá trị ghi sổ > 01/01/2015,Giá trị hợp lý > 31/12/2015,Giá trị hợp lý > 01/01/2015,numeric__Giá trị ghi sổ > 31/12/2015,numeric__Giá trị ghi sổ > 01/01/2015,numeric__Giá trị hợp lý > 31/12/2015,numeric__Giá trị hợp lý > 01/01/2015
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Các khoản đầu tư nằm giữ đến ngày đáo hạn,Các khoản đầu tư nằm giữ đến ngày đáo hạn,Các khoản đầu tư nằm giữ đến ngày đáo hạn,-,-,-,-,,,,
Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,Các khoản cho vay và phải thu,,,,
Phải thu khách hàng,Các khoản cho vay và phải thu > Phải thu khách hàng,Phải thu khách hàng,3.065.538.477.489,2.204.806.998.945,3.060.310.213.833,2.199.623.177.895,3065538477489.0,2204806998945.0,3060310213833.0,2199623177895.0
Các khoản PT khác,Các khoản cho vay và phải thu > Các khoản PT khác,Các khoản PT khác,109.607.981.066,126.325.911.715,109.607.981.066,126.325.911.715,109607981066.0,126325911715.0,109607981066.0,126325911715.0
Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính sẵn sàng để bán > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,60.951.887.791,62.480.631.711,60.951.887.791,62.480.631.711,60951887791.0,62480631711.0,60951887791.0,62480631711.0
Tổng cộng,Tài sản tài chính sẵn sàng để bán > Tổng cộng,Tổng cộng,3.236.098.346.346,2.393.613.542.371,3.230.870.082.690,2.388.429.721.321,3236098346346.0,2393613542371.0,3230870082690.0,2388429721321.0
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,19.210.467.263.505,19.210.467.263.505,19.654.452.774.794,19.654.452.774.794,19210467263505.0,19210467263505.0,19654452774794.0,19654452774794.0
Phải trả người bán,Nợ phải trả tài chính > Phải trả người bán,Phải trả người bán,2.670.482.247.941,2.670.482.247.941,2.479.662.418.181,2.479.662.418.181,2670482247941.0,2670482247941.0,2479662418181.0,2479662418181.0
Phải trả khác,Nợ phải trả tài chính > Phải trả khác,Phải trả khác,495.616.794.845,495.616.794.845,1.603.283.013.787,1.603.283.013.787,495616794845.0,495616794845.0,1603283013787.0,1603283013787.0
Tổng cộng,Nợ phải trả tài chính > Tổng cộng,Tổng cộng,22.376.566.306.291,22.376.566.306.291,23.737.398.206.762,23.737.398.206.762,22376566306291.0,22376566306291.0,23737398206762.0,23737398206762.0
