row_label_raw,row_label_full,col_0,Năm 2015(VND),Năm 2014(VND),numeric__Năm 2015(VND),numeric__Năm 2014(VND)
Lãi tiền vay,Lãi tiền vay,Lãi tiền vay,830.340.230.612,828.636.539.785,830340230612.0,828636539785.0
Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,1.198.383.976.030,472.654.801.990,1198383976030.0,472654801990.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,18.636.255.921,7.568.553.734,18636255921.0,7568553734.0
Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,210.002.322.001,(10.386.577.343),210002322001.0,-10386577343.0
Cộng,Cộng,Cộng,2.257.362.784.564,1.298.473.318.166,2257362784564.0,1298473318166.0
