row_label_raw,row_label_full,Ho và tên:,Ho và tên:_1,Chức vụ:,Chức vụ:_1,numeric__Ho và tên:_1,numeric__Chức vụ:,numeric__Chức vụ:_1
-,-,-,Ông Nguyễn Trọng Hùng,Chủ tịch,(i),,,
-,-,-,Ông Ngô Trí Thịnh,Ủy viên,(i),,,
-,-,-,Ông Hoàng Phó Hiềng,Ủy viên,(i),,,
-,-,-,Ông Nguyễn Đức Pha,Ủy viên,(i),,,
-,-,-,Ông Phạm Xuân Phong,Ủy viên,(i),,,
