row_label_raw,row_label_full,(i) Phải thu khác,31/12/2015(VND),numeric__31/12/2015(VND)
Phải thu thuế nhập khẩu thiết bị nộp hộ nhà thầu (BQL Dự án Đồng Nai 5),Phải thu thuế nhập khẩu thiết bị nộp hộ nhà thầu (BQL Dự án Đồng Nai 5),Phải thu thuế nhập khẩu thiết bị nộp hộ nhà thầu (BQL Dự án Đồng Nai 5),1.894.647.287,1894647287.0
Tiền giải phóng mặt bằng - Trung tâm phát triển quỹ đất huyện Đắk R'Lắp,Tiền giải phóng mặt bằng - Trung tâm phát triển quỹ đất huyện Đắk R'Lắp,Tiền giải phóng mặt bằng - Trung tâm phát triển quỹ đất huyện Đắk R'Lắp,1.420.905.880,1420905880.0
Phải thu tiền đá thanh toán hộ nhà thầuBan Điều hành Dự án Thủy điện Đồng Nai 5 Tổng công ty Sông Đà,Phải thu tiền đá thanh toán hộ nhà thầuBan Điều hành Dự án Thủy điện Đồng Nai 5 Tổng công ty Sông Đà,Phải thu tiền đá thanh toán hộ nhà thầuBan Điều hành Dự án Thủy điện Đồng Nai 5 Tổng công ty Sông Đà,49.092.034.043,49092034043.0
Phải thu nhà thầu SFECO,Phải thu nhà thầu SFECO,Phải thu nhà thầu SFECO,4.336.778.137,4336778137.0
Thuế GTGT tạm nhận nợ với Cty TNHHCông trình Điện Cáp Nhĩ Tân,Thuế GTGT tạm nhận nợ với Cty TNHHCông trình Điện Cáp Nhĩ Tân,Thuế GTGT tạm nhận nợ với Cty TNHHCông trình Điện Cáp Nhĩ Tân,3.835.791.547,3835791547.0
Thuế GTGT chưa được khấu trừ,Thuế GTGT chưa được khấu trừ,Thuế GTGT chưa được khấu trừ,2.565.372.384,2565372384.0
Các khoản khác,Các khoản khác,Các khoản khác,9.098.887.446,9098887446.0
Cộng,Cộng,Cộng,72.244.416.724,72244416724.0
