row_label_raw,row_label_full,col_0,(VND) > Giá trị,(VND) > Khả năng trả nợ,Tăng trong năm,Giảm trong năm,(VND) > Giá trị_1,(VND) > Khả năng trả nợ_1,numeric__(VND) > Giá trị,numeric__(VND) > Khả năng trả nợ,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__(VND) > Giá trị_1,numeric__(VND) > Khả năng trả nợ_1
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.557.056.067.200,2.557.056.067.200,2.836.414.065.464,2.769.846.880.246,2.490.488.881.982,2.490.488.881.982,2557056067200.0,2557056067200.0,2836414065464.0,2769846880246.0,2490488881982.0,2490488881982.0
Vay Ngân hàng,Vay Ngân hàng,Vay Ngân hàng,1.321.113.273.244,1.321.113.273.244,2.834.234.065.464,2.478.648.927.895,965.528.135.675,965.528.135.675,1321113273244.0,1321113273244.0,2834234065464.0,2478648927895.0,965528135675.0,965528135675.0
Vay Tập đoàn,Vay Tập đoàn,Vay Tập đoàn,1.233.002.793.956,1.233.002.793.956,-,290.097.952.351,1.523.100.746.307,1.523.100.746.307,1233002793956.0,1233002793956.0,,290097952351.0,1523100746307.0,1523100746307.0
Vay ĐT khác,Vay ĐT khác,Vay ĐT khác,2.940.000.000,2.940.000.000,2.180.000.000,1.100.000.000,1.860.000.000,1.860.000.000,2940000000.0,2940000000.0,2180000000.0,1100000000.0,1860000000.0,1860000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,15.535.841.378.391,15.535.841.378.391,4.124.061.170.647,5.302.183.685.068,16.713.963.892.812,16.713.963.892.812,15535841378391.0,15535841378391.0,4124061170647.0,5302183685068.0,16713963892812.0,16713963892812.0
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,5.182.639.250.381,5.182.639.250.381,2.127.729.764.177,1.811.560.671.439,4.866.470.157.643,4.866.470.157.643,5182639250381.0,5182639250381.0,2127729764177.0,1811560671439.0,4866470157643.0,4866470157643.0
+ Trên 5 năm,+ Trên 5 năm,+ Trên 5 năm,5.182.639.250.381,5.182.639.250.381,2.127.729.764.177,1.811.560.671.439,4.866.470.157.643,4.866.470.157.643,5182639250381.0,5182639250381.0,2127729764177.0,1811560671439.0,4866470157643.0,4866470157643.0
Vay Tập đoàn,Vay Tập đoàn,Vay Tập đoàn,10.353.202.128.010,10.353.202.128.010,1.996.331.406.470,3.490.623.013.629,11.847.493.735.169,11.847.493.735.169,10353202128010.0,10353202128010.0,1996331406470.0,3490623013629.0,11847493735169.0,11847493735169.0
+ Trên 5 năm,+ Trên 5 năm,+ Trên 5 năm,10.353.202.128.010,10.353.202.128.010,1.996.331.406.470,3.490.623.013.629,11.847.493.735.169,11.847.493.735.169,10353202128010.0,10353202128010.0,1996331406470.0,3490623013629.0,11847493735169.0,11847493735169.0
Cộng,Cộng,Cộng,18.092.897.445.591,18.092.897.445.591,6.960.475.236.111,8.072.030.565.314,19.204.452.774.794,19.204.452.774.794,18092897445591.0,18092897445591.0,6960475236111.0,8072030565314.0,19204452774794.0,19204452774794.0
