row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,3.498.157.903.391,2.763.957.132.942,100.0,,3498157903391.0,2763957132942.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5.1,60.951.887.791,62.480.631.711,110.0,51.0,60951887791.0,62480631711.0
Tiền,Tiền,Tiền,111,,60.951.887.791,52.180.631.711,111.0,,60951887791.0,52180631711.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,-,10.300.000.000,112.0,,,10300000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,5.2,-,-,120.0,52.0,,
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,3.162.969.765.521,2.319.906.972.232,130.0,,3162969765521.0,2319906972232.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,5.3,3.065.538.477.489,2.204.806.998.945,131.0,53.0,3065538477489.0,2204806998945.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,132,,30.415.134.964,32.261.647.439,132.0,,30415134964.0,32261647439.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,5.4,72.244.416.724,88.022.146.898,136.0,54.0,72244416724.0,88022146898.0
Dự phòng các khoản phải thu ngắn hạn khó đòi (*),Dự phòng các khoản phải thu ngắn hạn khó đòi (*),Dự phòng các khoản phải thu ngắn hạn khó đòi (*),137,5.5,(5.228.263.656),(5.183.821.050),137.0,55.0,-5228263656.0,-5183821050.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,5.6,203.313.452.020,289.758.554.135,140.0,56.0,203313452020.0,289758554135.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,203.637.550.322,290.030.951.992,141.0,,203637550322.0,290030951992.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(324.098.302),(272.397.857),149.0,,-324098302.0,-272397857.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,70.922.798.059,91.810.974.864,150.0,,70922798059.0,91810974864.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,5.10,3.385.621.862,748.960.102,151.0,510.0,3385621862.0,748960102.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,60.292.673.467,84.229.232.178,152.0,,60292673467.0,84229232178.0
Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,153,5.14,7.244.502.730,6.832.782.584,153.0,514.0,7244502730.0,6832782584.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,,-,-,155.0,,,
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,24.554.558.764.936,26.169.457.919.692,200.0,,24554558764936.0,26169457919692.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,6.948.429.378,6.042.117.378,210.0,,6948429378.0,6042117378.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,5.4,6.948.429.378,6.042.117.378,216.0,54.0,6948429378.0,6042117378.0
Dự phòng phải thu dài hạn khó đòi (*),Dự phòng phải thu dài hạn khó đòi (*),Dự phòng phải thu dài hạn khó đòi (*),219,,-,-,219.0,,,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,23.476.063.411.257,19.949.234.471.930,220.0,,23476063411257.0,19949234471930.0
TSCĐ hữu hình,TSCĐ hữu hình,TSCĐ hữu hình,221,5.8,23.439.757.905.968,19.946.380.665.350,221.0,58.0,23439757905968.0,19946380665350.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,32.937.480.552.958,27.514.381.516.594,222.0,,32937480552958.0,27514381516594.0
- Giá trị khấu hao lũy kế,- Giá trị khấu hao lũy kế,- Giá trị khấu hao lũy kế,223,,(9.497.722.646.990),(7.568.000.851.244),223.0,,-9497722646990.0,-7568000851244.0
TSCĐ vô hình,TSCĐ vô hình,TSCĐ vô hình,227,5.9,36.305.505.289,2.853.806.580,227.0,59.0,36305505289.0,2853806580.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,38.162.621.238,3.749.841.971,228.0,,38162621238.0,3749841971.0
- Giá trị khấu hao lũy kế,- Giá trị khấu hao lũy kế,- Giá trị khấu hao lũy kế,229,,(1.857.115.949),(896.035.391),229.0,,-1857115949.0,-896035391.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,5.7,96.576.827.082,4.716.708.467.642,240.0,57.0,96576827082.0,4716708467642.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,20.434.838.856,-,241.0,,20434838856.0,
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,76.141.988.226,4.716.708.467.642,242.0,,76141988226.0,4716708467642.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5.2,679.065.301.051,951.227.128.483,250.0,52.0,679065301051.0,951227128483.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,941.247.404.569,1.003.406.910.000,253.0,,941247404569.0,1003406910000.0
Dự phòng giảm giá đầu tư chứng khoán dài hạn (*),Dự phòng giảm giá đầu tư chứng khoán dài hạn (*),Dự phòng giảm giá đầu tư chứng khoán dài hạn (*),254,,(262.182.103.518),(52.179.781.517),254.0,,-262182103518.0,-52179781517.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,295.904.796.168,546.245.734.259,260.0,,295904796168.0,546245734259.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,5.10,66.803.935.802,294.482.743.391,261.0,510.0,66803935802.0,294482743391.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,229.100.860.366,251.762.990.868,263.0,,229100860366.0,251762990868.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,-,-,268.0,,,
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,,-,-,269.0,,,
