row_label_raw,row_label_full,col_0,31/12/2015(VND) > Giá trị,31/12/2015(VND) > Dự phòng,01/01/2015(VND) > Giá trị,01/01/2015(VND) > Dự phòng,numeric__31/12/2015(VND) > Giá trị,numeric__31/12/2015(VND) > Dự phòng,numeric__01/01/2015(VND) > Giá trị,numeric__01/01/2015(VND) > Dự phòng
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",191.434.494.661,(324.098.302),269.404.833.572,(272.397.857),191434494661.0,-324098302.0,269404833572.0,-272397857.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.535.840.439,-,3.118.962.562,-,1535840439.0,,3118962562.0,
Chi phí SXKD dở dang,Chi phí SXKD dở dang,Chi phí SXKD dở dang,9.182.390.973,-,14.871.338.526,-,9182390973.0,,14871338526.0,
Thành phẩm,Thành phẩm,Thành phẩm,1.484.824.249,-,2.635.817.332,,1484824249.0,,2635817332.0,
Cộng,Cộng,Cộng,203.637.550.322,(324.098.302),290.030.951.992,(272.397.857),203637550322.0,-324098302.0,290030951992.0,-272397857.0
