row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng công triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng công triệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,440.529,437.623,878.152,440529.0,437623.0,878152.0
Trích lập trong năm,Trích lập trong năm,Trích lập trong năm,112.345,342.928,455.273,112345.0,342928.0,455273.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,(1.085.518),(1.085.518),,-1085518.0,-1085518.0
Ảnh hưởng của việc mua lại nợ đã bán cho VAMC,Ảnh hưởng của việc mua lại nợ đã bán cho VAMC,Ảnh hưởng của việc mua lại nợ đã bán cho VAMC,-,584.184,584.184,,584184.0,584184.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,552.874,279.217,832.091,552874.0,279217.0,832091.0
