row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021triệu đồng,Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng
Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,34.126.856,22.681.457,34126856.0,22681457.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,8.195.306,6.994.192,8195306.0,6994192.0
- Bằng VND,- Bằng VND,- Bằng VND,7.757.912,6.929.615,7757912.0,6929615.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,437.394,64.577,437394.0,64577.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,25.931.550,15.687.265,25931550.0,15687265.0
- Bằng VND,- Bằng VND,- Bằng VND,19.034.550,13.098.315,19034550.0,13098315.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,6.897.000,2.588.950,6897000.0,2588950.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,33.956.664,33.578.435,33956664.0,33578435.0
Bằng VND,Bằng VND,Bằng VND,21.843.606,27.238.714,21843606.0,27238714.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,12.113.058,6.339.721,12113058.0,6339721.0
,,,68.083.520,56.259.892,68083520.0,56259892.0
