row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,Ngày 31 tháng 12năm 2020,Ngày 31 tháng 12năm 2020_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2020,numeric__Ngày 31 tháng 12năm 2020_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",681.673,"0,67",273.999,"0,35",681673.0,0.67,273999.0,0.35
Khai khoảng,Khai khoảng,Khai khoảng,276.564,"0,27",693.482,"0,88",276564.0,0.27,693482.0,0.88
Chế biến thủy hải sản,Chế biến thủy hải sản,Chế biến thủy hải sản,1.604.515,"1,59",1.155.146,"1,46",1604515.0,1.59,1155146.0,1.46
"Sản xuất, chế biến lương thực, thực phẩm,đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực, thực phẩm,đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực, thực phẩm,đồ uống, thức ăn chăn nuôi",1.133.664,"1,12",1.252.803,"1,58",1133664.0,1.12,1252803.0,1.58
"Dệt may, sản xuất da dày, sản xuất trangphục","Dệt may, sản xuất da dày, sản xuất trangphục","Dệt may, sản xuất da dày, sản xuất trangphục",939.478,"0,93",740.041,"0,94",939478.0,0.93,740041.0,0.94
"Khai thác và sơ chế gỗ, chế biến gỗ, sãnxuất sản phẩm từ gỗ và làm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sãnxuất sản phẩm từ gỗ và làm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sãnxuất sản phẩm từ gỗ và làm sản khác",924.344,"0,91",396.753,"0,50",924344.0,0.91,396753.0,0.5
Sản xuất giấy và các sản phẩm từ giấy vàin ấn,Sản xuất giấy và các sản phẩm từ giấy vàin ấn,Sản xuất giấy và các sản phẩm từ giấy vàin ấn,1.198.916,"1,18",242.673,"0,31",1198916.0,1.18,242673.0,0.31
"Sản xuất thuốc, hóa dược, dược liệu, caosu, nhựa, phân bón, hóa chất","Sản xuất thuốc, hóa dược, dược liệu, caosu, nhựa, phân bón, hóa chất","Sản xuất thuốc, hóa dược, dược liệu, caosu, nhựa, phân bón, hóa chất",1.471.096,"1,45",893.847,"1,13",1471096.0,1.45,893847.0,1.13
"Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, matit và các chất tương tự)",569.161,"0,56",480.129,"0,61",569161.0,0.56,480129.0,0.61
