row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,Ngày 31 tháng 12năm 2020,Ngày 31 tháng 12năm 2020_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2020,numeric__Ngày 31 tháng 12năm 2020_1
,,,triệu đồng,%,triệu đồng,%,,,,
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,1.417.828,"1,40",1.930.673,"2,44",1417828.0,1.4,1930673.0,2.44
Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,1.168.864,"1,15",1.863.677,"2,36",1168864.0,1.15,1863677.0,2.36
Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,25.561.254,"25,26",18.071.231,"22,87",25561254.0,25.26,18071231.0,22.87
Công ty cổ phần có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,2.625.510,"2,59",25.619,"0,03",2625510.0,2.59,25619.0,0.03
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,43.850.712,"43,33",34.695.336,"43,91",43850712.0,43.33,34695336.0,43.91
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,6.393,"0,01",61.049,"0,08",6393.0,0.01,61049.0,0.08
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,356.060,"0,35",488.473,"0,62",356060.0,0.35,488473.0,0.62
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,15.384,"0,02",13.471,"0,02",15384.0,0.02,13471.0,0.02
Cả nhân,Cả nhân,Cả nhân,26.198.006,"25,89",21.866.039,"27,67",26198006.0,25.89,21866039.0,27.67
Khác,Khác,Khác,1.447,"0,00",-,"0,00",1447.0,0.0,,0.0
,,,101.201.458,"100,00",79.015.568,"100,00",101201458.0,100.0,79015568.0,100.0
