row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2021,Tổng giá trị hợp đồng (*) triệu đồng > Tại ngày 31 tháng 12 năm 2021,Tổng giá trị ghi số (**) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2021,Tổng giá trị ghi số (**) > Ng phải trả triệu đồng > Tại ngày 31 tháng 12 năm 2021,Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị hợp đồng (*) triệu đồng > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị ghi số (**) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị ghi số (**) > Ng phải trả triệu đồng > Tại ngày 31 tháng 12 năm 2021,numeric__Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2021
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,48.188.115,-,(46.681),(46.681),48188115.0,,-46681.0,-46681.0
Giao dịch hoàn đổi,Công cụ tài chính phải sinh > Giao dịch hoàn đổi,Giao dịch hoàn đổi,113.984.812,-,(30.152),(30.152),113984812.0,,-30152.0,-30152.0
,,,162.172.927,-,(76.833),(76.833),162172927.0,,-76833.0,-76833.0
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,,,,
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,14.095.713,-,(11.623),(11.623),14095713.0,,-11623.0,-11623.0
Giao dịch hoàn đổi,Công cụ tài chính phải sinh > Giao dịch hoàn đổi,Giao dịch hoàn đổi,90.573.927,-,(40.407),(40.407),90573927.0,,-40407.0,-40407.0
,,,104.669.640,-,(52.030),(52.030),104669640.0,,-52030.0,-52030.0
