row_label_raw,row_label_full,col_0,Năm 2021triệu đồng,Năm 2020triệu đồng,numeric__Năm 2021triệu đồng,numeric__Năm 2020triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,1.157.403,817.996,1157403.0,817996.0
Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ nợ đã xử lý rủi ro,806.417,471.078,806417.0,471078.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,4.897,51,4897.0,51.0
Thu từ chuyển nhượng thanh lý tài sản,Thu từ chuyển nhượng thanh lý tài sản,Thu từ chuyển nhượng thanh lý tài sản,3.141,1.924,3141.0,1924.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,21.084,303,21084.0,303.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,321.864,344.640,321864.0,344640.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(539.362),(137.947),-539362.0,-137947.0
Chi về nghiệp vụ mua bán nợ,Chi về nghiệp vụ mua bán nợ,Chi về nghiệp vụ mua bán nợ,(54.200),(4.958),-54200.0,-4958.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(16.073),(307),-16073.0,-307.0
Chi phí khác,Chi phí khác,Chi phí khác,(469.089),(132.682),-469089.0,-132682.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,618.041,680.049,618041.0,680049.0
