row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016
Công ty TNHH MTV Lâm nghiệp Ba Tơ,Công ty TNHH MTV Lâm nghiệp Ba Tơ,Công ty TNHH MTV Lâm nghiệp Ba Tơ,Công ty con,Lãi cho vay và lợi nhuận được chiaThu nợ gốc và lãi vayThu tiền lợi nhuận được chiaGóp vốn bằng khoản phải thu về cho vayDoanh thu bán hàng và cung cấp dịch vụ,3.586.162.5552.397.991.7134.872.188.2706.500.000.000673.983.199,415.665.1518.060.666.666-,,,3.586162555239799e+48,
Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai,Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai,Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai,Công ty con,Lãi cho vay và lợi nhuận được chiaCho vayDoanh thu bán hàng và cung cấp dịch vụGóp vốn bằng khoản phải thu về cho vay và lãi vayGóp vốn bằng tiền,1.219.175.399-465.592.25419.776.937.49913.890.717.373,337.083.3336.000.000.000-,,,,
Công ty TNHH MTV Lâm nghiệp Đông Bắc,Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai > Công ty TNHH MTV Lâm nghiệp Đông Bắc,Công ty TNHH MTV Lâm nghiệp Đông Bắc,Công ty con,Lãi cho vay và lợi nhuận được chiaGóp vốn bằng khoản phải thu về cho vay và lãi vayGóp vốn bằng tiềnMua nguyên vật liệuThu tiền lợi nhuận được chiaChi phí thiết kế khai thác rừng trồng,2.138.487.4266.951.108.3335.550.000.000908.832.019854.867.070103.028.000,143.000.000-4.714.111.702-,,,2.138487426695111e+56,
Công ty Cổ phần Vinafor Đà Nẵng,Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai > Công ty Cổ phần Vinafor Đà Nẵng,Công ty Cổ phần Vinafor Đà Nẵng,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,806.311.439,828.312.858,,,806311439.0,828312858.0
Công ty TNHH MTV Lâm nghiệp Đình Lập,Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai > Công ty TNHH MTV Lâm nghiệp Đình Lập,Công ty TNHH MTV Lâm nghiệp Đình Lập,Công ty con,Lãi cho vayCho vayGóp vốn bằng khoản phải thu về cho vay và lãi vayGóp vốn bằng tiền,-5.100.000.00012.657.375.00010.161.000.000,87.000.000--,,,-5.100000000126573e+31,
