row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017,Đơn vị tính: VNDCho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng12 năm 2016(Trình bày lại),numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017,numeric__Đơn vị tính: VNDCho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng12 năm 2016(Trình bày lại)
Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,357.809.284.537,251.673.287.620,357809284537.0,251673287620.0
Giá vốn từ bán ván MDF,Giá vốn từ bán ván MDF,Giá vốn từ bán ván MDF,209.502.457.428,59.260.371.359,209502457428.0,59260371359.0
Giá vốn cung cấp dịch vụ cho thuê,Giá vốn cung cấp dịch vụ cho thuê,Giá vốn cung cấp dịch vụ cho thuê,16.434.351.470,5.064.594.853,16434351470.0,5064594853.0
Giá vốn khai thác rừng trồng,Giá vốn khai thác rừng trồng,Giá vốn khai thác rừng trồng,20.319.621.095,4.393.257.912,20319621095.0,4393257912.0
Giá vốn cung cấp dịch vụ gia công gỗ,Giá vốn cung cấp dịch vụ gia công gỗ,Giá vốn cung cấp dịch vụ gia công gỗ,5.052.043.402,2.869.973.993,5052043402.0,2869973993.0
Giá vốn của các khoản doanh thu khác,Giá vốn của các khoản doanh thu khác,Giá vốn của các khoản doanh thu khác,25.583.695.811,8.287.883.014,25583695811.0,8287883014.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,634.701.453.743,331.549.368.751,634701453743.0,331549368751.0
