row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,numeric__Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016 (Trình bày lại)
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hình,"10,11,12",397.667.060.212,20.654.256.852,,,397667060212.0,20654256852.0
02,02,02,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hình,"10,11,12",53.415.038.034,20.249.888.057,,,53415038034.0,20249888057.0
03,03,03,Các khoản dự phòng Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,"10,11,12",34.449.961.627,17.348.890.362,,,34449961627.0,17348890362.0
04,04,04,Các khoản dự phòng Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,"10,11,12",158.320.367,(1.560.684.485),,,158320367.0,-1560684485.0
05,05,05,Lãi từ hoạt động đầu tư,"10,11,12",(472.537.580.524),(44.722.248.711),,,-472537580524.0,-44722248711.0
06,06,06,Chỉ phí lãi vay,28,1.055.315.653,580.837.731,,28.0,1055315653.0,580837731.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,14.208.115.369,12.550.939.806,,,14208115369.0,12550939806.0
09,09,09,Giảm các khoản phải thu,,820.695.975,48.551.135.312,,,820695975.0,48551135312.0
10,10,10,Tăng hàng tồn kho,,(32.655.319.858),(26.337.551.360),,,-32655319858.0,-26337551360.0
11,11,11,Tăng/(giảm) các khoản phải trả,,11.616.873.689,(27.914.548.380),,,11616873689.0,-27914548380.0
12,12,12,Giảm/(tăng) chi phí trả trước,,56.492.443,(2.365.568.817),,,56492443.0,-2365568817.0
14,14,14,Tiền lãi vay đã trả,,(3.708.552.192),(582.400.231),,,-3708552192.0,-582400231.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,18,(6.947.134.422),(5.371.742.587),,18.0,-6947134422.0,-5371742587.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(19.034.397.037),(627.244.494),,,-19034397037.0,-627244494.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(35.643.226.033),(2.096.980.751),,,-35643226033.0,-2096980751.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(13.716.191.722),(5.365.475.416),,,-13716191722.0,-5365475416.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,4.677.617.425,-,,,4677617425.0,
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(1.847.359.200.000),(431.082.752.191),,,-1847359200000.0,-431082752191.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,1.416.671.344.894,237.270.947.258,,,1416671344894.0,237270947258.0
25,25,25,(Tiền chi đầu tư góp vốn vào các công ty con)/tiền thu từ sáp nhập công ty con,,(43.820.047.373),1.060.672.706,,,-43820047373.0,1060672706.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,814.699.004.665,201.170.257.960,,,814699004665.0,201170257960.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,452.819.960.710,5.239.044.959,,,452819960710.0,5239044959.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,783.972.488.599,8.292.695.276,,,783972488599.0,8292695276.0
