row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017,Đơn vị tính: VNDCho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016đến ngày 31 tháng12 năm 2016(Trình bày lại),numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017,numeric__Đơn vị tính: VNDCho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016đến ngày 31 tháng12 năm 2016(Trình bày lại)
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",527.416.914.663,315.859.100.247,527416914663.0,315859100247.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,90.132.640.556,21.771.995.966,90132640556.0,21771995966.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,53.415.038.034,20.249.888.057,53415038034.0,20249888057.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,76.586.673.667,20.958.251.850,76586673667.0,20958251850.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,52.836.064.773,12.012.167.463,52836064773.0,12012167463.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,800.387.331.693,390.851.403.583,800387331693.0,390851403583.0
