row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,390.271.094.000,1.073.411.159.922,,,390271094000.0,1073411159922.0
310,310,310,I. Nợ ngắn hạn,,377.995.533.697,1.041.774.508.248,,,377995533697.0,1041774508248.0
311,311,311,1. Phải trả người bán ngắn hạn,16,30.150.192.904,48.178.679.724,,16.0,30150192904.0,48178679724.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,20.928.492.164,14.822.890.281,,17.0,20928492164.0,14822890281.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,180.645.103.772,293.859.825.983,,18.0,180645103772.0,293859825983.0
314,314,314,4. Phải trả người lao động,,22.338.287.159,22.611.082.060,,,22338287159.0,22611082060.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,10.460.977.132,8.556.067.696,,19.0,10460977132.0,8556067696.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,7.566.718.215,4.320.516.672,,21.0,7566718215.0,4320516672.0
319,319,319,7. Phải trả ngắn hạn khác,20,82.842.636.279,609.310.880.396,,20.0,82842636279.0,609310880396.0
320,320,320,8. Vay ngắn hạn,22,15.153.610.798,30.750.727.150,,22.0,15153610798.0,30750727150.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",23,7.909.515.274,9.363.838.286,,23.0,7909515274.0,9363838286.0
330,330,330,II. Nợ dài hạn,,12.275.560.303,31.636.651.674,,,12275560303.0,31636651674.0
337,337,337,1. Phải trả dài hạn khác,20,11.452.216.405,8.454.336.476,,20.0,11452216405.0,8454336476.0
338,338,338,2. Vay dài hạn,22,823.343.898,23.182.315.198,,22.0,823343898.0,23182315198.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.890.494.204.645,3.519.690.891.222,,,3890494204645.0,3519690891222.0
410,410,410,I. Vốn chủ sở hữu,24,3.889.781.801.252,3.518.978.487.829,,24.0,3889781801252.0,3518978487829.0
411,411,411,1. Vốn cổ phần đã phát hành,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
421,421,421,2. Lợi nhuận sau thuế chưa phân phối,,389.781.801.252,18.978.487.829,,,389781801252.0,18978487829.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối kỳ trước,,18.978.487.829,-,,,18978487829.0,
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay/kỳ này,,370.803.313.423,18.978.487.829,,,370803313423.0,18978487829.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,712.403.393,712.403.393,,,712403393.0,712403393.0
432,432,432,1. Nguồn kinh phí đã hình thành TSCĐ,,712.403.393,712.403.393,,,712403393.0,712403393.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.280.765.298.645,4.593.102.051.144,,,4280765298645.0,4593102051144.0
