row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm (Trình bày lại),Số đầu năm (Trình bày lại)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm (Trình bày lại),numeric__Số đầu năm (Trình bày lại)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng đang đi đường,Hàng đang đi đường,Hàng đang đi đường,7.852.011.058,-,36.959.311.817,-,7852011058.0,,36959311817.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",28.377.601.724,(13.229.365),7.540.676.346,-,28377601724.0,-13229365.0,7540676346.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",288.213.722,-,185.758.590,-,288213722.0,,185758590.0,
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),159.264.502.804,(7.879.058.557),139.919.236.501,(465.790.067),159264502804.0,-7879058557.0,139919236501.0,-465790067.0
"Dự án Vạn Phúc, Hà Đông (**)","Dự án Vạn Phúc, Hà Đông (**)","Dự án Vạn Phúc, Hà Đông (**)",54.109.090.909,-,-,-,54109090909.0,,,
Thành phẩm,Thành phẩm,Thành phẩm,16.131.361.833,(230.691.200),24.923.056.192,-,16131361833.0,-230691200.0,24923056192.0,
Hàng hóa,Hàng hóa,Hàng hóa,58.891.970.832,-,26.932.307.340,-,58891970832.0,,26932307340.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,324.914.752.882,(8.122.979.122),236.460.346.786,(465.790.067),324914752882.0,-8122979122.0,236460346786.0,-465790067.0
