row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị ghi số,Số đầu năm (Trình bày lại) > Giá gốc,Số đầu năm (Trình bày lại) > Dự phòng,Số đầu năm (Trình bày lại) > Giá trị ghi số,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị ghi số,numeric__Số đầu năm (Trình bày lại) > Giá gốc,numeric__Số đầu năm (Trình bày lại) > Dự phòng,numeric__Số đầu năm (Trình bày lại) > Giá trị ghi số
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,,,,,
Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai (*),Đầu tư vào công ty con > Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai (*),Công ty TNHH MTV Lâm nghiệp La Ngà - Đồng Nai (*),110.376.505.790,-,110.376.505.790,76.708.850.918,(1.070.538.832),75.638.312.086,110376505790.0,,110376505790.0,76708850918.0,-1070538832.0,75638312086.0
Công ty TNHH MTV Lâm nghiệp Ba Tơ (*),Đầu tư vào công ty con > Công ty TNHH MTV Lâm nghiệp Ba Tơ (*),Công ty TNHH MTV Lâm nghiệp Ba Tơ (*),36.539.237.827,-,36.539.237.827,30.039.237.827,-,30.039.237.827,36539237827.0,,36539237827.0,30039237827.0,,30039237827.0
Công ty TNHH MTV Lâm nghiệp Đông Bắc (*),Đầu tư vào công ty con > Công ty TNHH MTV Lâm nghiệp Đông Bắc (*),Công ty TNHH MTV Lâm nghiệp Đông Bắc (*),33.524.814.574,-,33.524.814.574,21.023.706.241,-,21.023.706.241,33524814574.0,,33524814574.0,21023706241.0,,21023706241.0
Công ty TNHH MTV Lâm nghiệp Lộc Bình (*),Đầu tư vào công ty con > Công ty TNHH MTV Lâm nghiệp Lộc Bình (*),Công ty TNHH MTV Lâm nghiệp Lộc Bình (*),35.563.130.025,(1.276.886.852),34.286.243.173,11.579.130.025,-,11.579.130.025,35563130025.0,-1276886852.0,34286243173.0,11579130025.0,,11579130025.0
Công ty TNHH MTV Lâm nghiệp Đình Lập (*),Đầu tư vào công ty con > Công ty TNHH MTV Lâm nghiệp Đình Lập (*),Công ty TNHH MTV Lâm nghiệp Đình Lập (*),33.636.638.143,(3.172.712.532),30.463.925.611,10.818.263.143,(1.274.039.365),9.544.223.778,33636638143.0,-3172712532.0,30463925611.0,10818263143.0,-1274039365.0,9544223778.0
Công ty Cổ phần Cẩm Hà,Đầu tư vào công ty con > Công ty Cổ phần Cẩm Hà,Công ty Cổ phần Cẩm Hà,17.433.225.852,-,17.433.225.852,19.153.218.733,-,19.153.218.733,17433225852.0,,17433225852.0,19153218733.0,,19153218733.0
Công ty Cổ phần Sản xuất và Xuất nhập khẩu Lâm sản Sài Gòn,Đầu tư vào công ty con > Công ty Cổ phần Sản xuất và Xuất nhập khẩu Lâm sản Sài Gòn,Công ty Cổ phần Sản xuất và Xuất nhập khẩu Lâm sản Sài Gòn,15.028.682.215,-,15.028.682.215,15.970.758.975,-,15.970.758.975,15028682215.0,,15028682215.0,15970758975.0,,15970758975.0
Công ty Cổ phần Vinafor Đà Nẵng,Đầu tư vào công ty con > Công ty Cổ phần Vinafor Đà Nẵng,Công ty Cổ phần Vinafor Đà Nẵng,13.741.488.142,-,13.741.488.142,14.070.528.551,-,14.070.528.551,13741488142.0,,13741488142.0,14070528551.0,,14070528551.0
Công ty Cổ phần Giống Lâm nghiệp vùng Nam Bộ,Đầu tư vào công ty con > Công ty Cổ phần Giống Lâm nghiệp vùng Nam Bộ,Công ty Cổ phần Giống Lâm nghiệp vùng Nam Bộ,6.462.259.450,-,6.462.259.450,7.930.500.080,-,7.930.500.080,6462259450.0,,6462259450.0,7930500080.0,,7930500080.0
Công ty Cổ phần Long Bình,Đầu tư vào công ty con > Công ty Cổ phần Long Bình,Công ty Cổ phần Long Bình,6.096.584.122,-,6.096.584.122,6.389.405.342,-,6.389.405.342,6096584122.0,,6096584122.0,6389405342.0,,6389405342.0
Công ty Cổ phần Giống Lâm nghiệp vùng Tây Nguyên (*),Đầu tư vào công ty con > Công ty Cổ phần Giống Lâm nghiệp vùng Tây Nguyên (*),Công ty Cổ phần Giống Lâm nghiệp vùng Tây Nguyên (*),5.125.155.489,-,5.125.155.489,1.206.825.489,-,1.206.825.489,5125155489.0,,5125155489.0,1206825489.0,,1206825489.0
Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Trung Bộ,Đầu tư vào công ty con > Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Trung Bộ,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Trung Bộ,2.832.748.199,-,2.832.748.199,3.128.636.072,-,3.128.636.072,2832748199.0,,2832748199.0,3128636072.0,,3128636072.0
Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Đầu tư vào công ty con > Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,2.094.477.881,(307.921.475),1.786.556.406,2.094.477.881,(154.842.407),1.939.635.474,2094477881.0,-307921475.0,1786556406.0,2094477881.0,-154842407.0,1939635474.0
Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,Đầu tư vào công ty con > Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,1.742.656.825,-,1.742.656.825,1.815.564.562,-,1.815.564.562,1742656825.0,,1742656825.0,1815564562.0,,1815564562.0
Công ty Cổ phần Vinafor Vinh,Đầu tư vào công ty con > Công ty Cổ phần Vinafor Vinh,Công ty Cổ phần Vinafor Vinh,1.626.640.618,(274.136.883),1.352.503.735,1.626.640.618,(165.332.187),1.461.308.431,1626640618.0,-274136883.0,1352503735.0,1626640618.0,-165332187.0,1461308431.0
Công ty Cổ phần Giống Lâm nghiệp vùng Nam Trung Bộ,Đầu tư vào công ty con > Công ty Cổ phần Giống Lâm nghiệp vùng Nam Trung Bộ,Công ty Cổ phần Giống Lâm nghiệp vùng Nam Trung Bộ,1.491.724.378,-,1.491.724.378,1.491.724.378,-,1.491.724.378,1491724378.0,,1491724378.0,1491724378.0,,1491724378.0
Công ty Cổ phần Giống Lâm nghiệp vùng Đông Bắc,Đầu tư vào công ty con > Công ty Cổ phần Giống Lâm nghiệp vùng Đông Bắc,Công ty Cổ phần Giống Lâm nghiệp vùng Đông Bắc,517.537.629,-,517.537.629,517.537.629,-,517.537.629,517537629.0,,517537629.0,517537629.0,,517537629.0
Công ty Cổ phần Vinafor Tây Nguyên,Công ty Cổ phần Vinafor Tây Nguyên,Công ty Cổ phần Vinafor Tây Nguyên,-,-,-,-,-,-,,,,,,
,,,323.833.507.159,(5.031.657.742),318.801.849.417,225.565.006.464,(2.664.752.791),222.900.253.673,323833507159.0,-5031657742.0,318801849417.0,225565006464.0,-2664752791.0,222900253673.0
