row_label_raw,row_label_full,col_0,Trước rà soát VND,Điều chỉnh VND,Sau rà soát VND,numeric__Trước rà soát VND,numeric__Điều chỉnh VND,numeric__Sau rà soát VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,1.122.044.156.400,49.363.499.700,1.171.407.656.100,1122044156400.0,49363499700.0,1171407656100.0
Công ty con là công ty cổ phần,Công ty con là công ty cổ phần,Công ty con là công ty cổ phần,1.360.179.628,(153.354.139),1.206.825.489,1360179628.0,-153354139.0,1206825489.0
Công ty con là công ty TNHH,Công ty con là công ty TNHH,Công ty con là công ty TNHH,147.793.210.234,2.375.977.920,150.169.188.154,147793210234.0,2375977920.0,150169188154.0
