row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,1.452.369.790.272,2.297.730.899.164,,,1452369790272.0,2297730899164.0
210,210,210,I. Các khoản phải thu dài hạn,,55.775.613.653,70.803.611.797,,,55775613653.0,70803611797.0
215,215,215,1. Phải thu về cho vay dài hạn,7,53.886.578.334,68.253.782.464,,7.0,53886578334.0,68253782464.0
216,216,216,2. Phải thu dài hạn khác,8,1.889.035.319,2.549.829.333,,8.0,1889035319.0,2549829333.0
220,220,220,II. Tài sản cố định,,166.721.155.131,184.269.768.798,,,166721155131.0,184269768798.0
221,221,221,1. Tài sản cố định hữu hình,10,145.182.929.479,160.750.417.257,,10.0,145182929479.0,160750417257.0
222,222,222,Nguyên giá,,580.091.683.915,556.949.144.161,,,580091683915.0,556949144161.0
223,223,223,Giá trị khấu hao lũy kế,,(434.908.754.436),(396.198.726.904),,,-434908754436.0,-396198726904.0
227,227,227,2. Tài sản cố định vô hình,11,21.538.225.652,23.519.351.541,,11.0,21538225652.0,23519351541.0
228,228,228,Nguyên giá,,45.594.949.258,45.539.949.258,,,45594949258.0,45539949258.0
229,229,229,Giá trị hao mòn lũy kế,,(24.056.723.606),(22.020.597.717),,,-24056723606.0,-22020597717.0
230,230,230,III. Bất động sản đầu tư,12,168.581.834.711,180.586.137.528,,12.0,168581834711.0,180586137528.0
231,231,231,1. Nguyên giá,,218.129.209.542,225.741.229.920,,,218129209542.0,225741229920.0
232,232,232,2. Giá trị khấu hao lũy kế,,(49.547.374.831),(45.155.092.392),,,-49547374831.0,-45155092392.0
240,240,240,IV. Tài sản dở dang dài hạn,,150.074.086.837,225.455.543.910,,,150074086837.0,225455543910.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",13.1,147.363.482.467,200.755.714.417,,131.0,147363482467.0,200755714417.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,13.2,2.710.604.370,24.699.829.493,,132.0,2710604370.0,24699829493.0
250,250,250,V. Đầu tư tài chính dài hạn,14,884.998.284.832,1.609.222.883.953,,14.0,884998284832.0,1609222883953.0
251,251,251,1. Đầu tư vào công ty con,14.1,323.833.507.159,225.565.006.464,,141.0,323833507159.0,225565006464.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",14.2,553.319.168.167,1.363.306.887.963,,142.0,553319168167.0,1363306887963.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,14.3,28.008.334.175,29.782.126.607,,143.0,28008334175.0,29782126607.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(20.162.724.669),(9.431.137.081),,,-20162724669.0,-9431137081.0
260,260,260,VI. Tài sản dài hạn khác,,26.218.815.108,27.392.953.178,,,26218815108.0,27392953178.0
261,261,261,1. Chi phí trả trước dài hạn,15,26.218.815.108,27.392.953.178,,15.0,26218815108.0,27392953178.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.280.765.298.645,4.593.102.051.144,,,4280765298645.0,4593102051144.0
