row_label_raw,row_label_full,col_0,Năm 2022,Năm 2021,numeric__Năm 2022,numeric__Năm 2021
,,,VND,VND,,
Mua hàng,Mua hàng,Mua hàng,32.964.703.043,93.322.021.603,32964703043.0,93322021603.0
Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,32.964.703.043,93.322.021.603,32964703043.0,93322021603.0
Doanh thu tài chính - Nhận cổ tức,Doanh thu tài chính - Nhận cổ tức,Doanh thu tài chính - Nhận cổ tức,442.491.759.000,-,442491759000.0,
Công ty Cổ phần Tập đoàn Bất động sản CRV,Công ty Cổ phần Tập đoàn Bất động sản CRV,Công ty Cổ phần Tập đoàn Bất động sản CRV,442.491.759.000,-,442491759000.0,
Đặt cọc tiền mua hàng trong kỳ,Đặt cọc tiền mua hàng trong kỳ,Đặt cọc tiền mua hàng trong kỳ,38.356.498.530,-,38356498530.0,
Công ty Cổ phần Xây dựng Đại Thịnh Vượng,Công ty Cổ phần Xây dựng Đại Thịnh Vượng,Công ty Cổ phần Xây dựng Đại Thịnh Vượng,38.356.498.530,-,38356498530.0,
Trả lại tiền đặt cọc mua hàng trong kỳ,Trả lại tiền đặt cọc mua hàng trong kỳ,Trả lại tiền đặt cọc mua hàng trong kỳ,38.356.498.530,-,38356498530.0,
Công ty Cổ phần Xây dựng Đại Thịnh Vượng,Công ty Cổ phần Xây dựng Đại Thịnh Vượng,Công ty Cổ phần Xây dựng Đại Thịnh Vượng,38.356.498.530,-,38356498530.0,
Gớp vốn trong kỳ,Gớp vốn trong kỳ,Gớp vốn trong kỳ,57.459.000.000,-,57459000000.0,
Công ty Cổ phần Tập đoàn Bất động sản CRV,Công ty Cổ phần Tập đoàn Bất động sản CRV,Công ty Cổ phần Tập đoàn Bất động sản CRV,57.459.000.000,-,57459000000.0,
