row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Số có khả năng trả nợ,01/01/2022 > Giá trị,01/01/2022 > Số có khả năng trả nợ,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Số có khả năng trả nợ,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,17.145.500.051,17.145.500.051,4.046.375.900,4.046.375.900,17145500051.0,17145500051.0,4046375900.0,4046375900.0
- Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,- Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,- Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,17.145.500.051,17.145.500.051,4.046.375.900,4.046.375.900,17145500051.0,17145500051.0,4046375900.0,4046375900.0
Bên khác,Bên khác,Bên khác,42.741.932.986,42.741.932.986,60.734.331.411,60.734.331.411,42741932986.0,42741932986.0,60734331411.0,60734331411.0
"- DongFeng Commercial Vehicle Co.,LTD","- DongFeng Commercial Vehicle Co.,LTD","- DongFeng Commercial Vehicle Co.,LTD",-,-,53.443.710.001,53.443.710.001,,,53443710001.0,53443710001.0
"- China DongFeng Motor Industry Import and Export CO.,LTD","- China DongFeng Motor Industry Import and Export CO.,LTD","- China DongFeng Motor Industry Import and Export CO.,LTD",40.295.100.000,40.295.100.000,-,-,40295100000.0,40295100000.0,,
- Công ty TNHH Thương mại và Xe tải quốc tế,- Công ty TNHH Thương mại và Xe tải quốc tế,- Công ty TNHH Thương mại và Xe tải quốc tế,-,-,1.980.000.000,1.980.000.000,,,1980000000.0,1980000000.0
- Công ty Cổ phần Bạch Đằng 7,- Công ty Cổ phần Bạch Đằng 7,- Công ty Cổ phần Bạch Đằng 7,90.000.000,90.000.000,1.475.880.024,1.475.880.024,90000000.0,90000000.0,1475880024.0,1475880024.0
"- Shiyan Pingyun Industrial and trade Co.,LTD","- Shiyan Pingyun Industrial and trade Co.,LTD","- Shiyan Pingyun Industrial and trade Co.,LTD",1.157.061.945,1.157.061.945,1.118.839.800,1.118.839.800,1157061945.0,1157061945.0,1118839800.0,1118839800.0
- Công ty TNHH MTV Thương mại và Cơ khí Khoa Mầu,- Công ty TNHH MTV Thương mại và Cơ khí Khoa Mầu,- Công ty TNHH MTV Thương mại và Cơ khí Khoa Mầu,1.010.000.000,1.010.000.000,1.370.000.000,1.370.000.000,1010000000.0,1010000000.0,1370000000.0,1370000000.0
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,189.771.041,189.771.041,1.345.901.586,1.345.901.586,189771041.0,189771041.0,1345901586.0,1345901586.0
,,,59.887.433.037,59.887.433.037,64.780.707.311,64.780.707.311,59887433037.0,59887433037.0,64780707311.0,64780707311.0
