row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.231.562.458.402,802.198.494.179,,,1231562458402.0,802198494179.0
110,110,110,I. Tiền và các khoản tương đương tiền,04,237.757.092.560,80.630.981.005,,4.0,237757092560.0,80630981005.0
111,111,111,1. Tiền,,198.757.092.560,80.630.981.005,,,198757092560.0,80630981005.0
112,112,112,2. Các khoản tương đương tiền,,39.000.000.000,-,,,39000000000.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,05,473.346.594.521,367.976.000.000,,5.0,473346594521.0,367976000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,473.346.594.521,367.976.000.000,,,473346594521.0,367976000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,33.994.060.148,53.665.579.172,,,33994060148.0,53665579172.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,06,13.446.833.384,43.065.177.378,,6.0,13446833384.0,43065177378.0
132,132,132,2. Trả trước cho người bán ngắn hạn,07,80.763.871,1.423.086.293,,7.0,80763871.0,1423086293.0
136,136,136,3. Phải thu ngắn hạn khác,08,21.514.962.893,9.177.315.501,,8.0,21514962893.0,9177315501.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi (*),,(1.048.500.000),-,,,-1048500000.0,
140,140,140,IV. Hàng tồn kho,10,416.808.118.989,241.383.767.154,,10.0,416808118989.0,241383767154.0
141,141,141,1. Hàng tồn kho,,421.704.837.549,243.136.299.257,,,421704837549.0,243136299257.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho (*),,(4.896.718.560),(1.752.532.103),,,-4896718560.0,-1752532103.0
150,150,150,V. Tài sản ngắn hạn khác,,69.656.592.184,58.542.166.848,,,69656592184.0,58542166848.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,169.514.849,15.646.660,,15.0,169514849.0,15646660.0
152,152,152,2. Thuế GTGT được khấu trừ,,65.871.036.089,58.258.273.860,,,65871036089.0,58258273860.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,3.616.041.246,268.246.328,,19.0,3616041246.0,268246328.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.261.028.637.108,3.463.058.824.017,,,3261028637108.0,3463058824017.0
220,220,220,I. Tài sản cố định,,23.153.837.779,25.482.583.899,,,23153837779.0,25482583899.0
221,221,221,1. Tài sản cố định hữu hình,12,19.633.837.779,21.962.583.899,,12.0,19633837779.0,21962583899.0
222,222,222,- Nguyên giá,,31.692.909.172,31.773.989.140,,,31692909172.0,31773989140.0
223,223,223,- Giá trị hao mòn lũy kế (*),,(12.059.071.393),(9.811.405.241),,,-12059071393.0,-9811405241.0
227,227,227,2. Tài sản cố định vô hình,13,3.520.000.000,3.520.000.000,,13.0,3520000000.0,3520000000.0
228,228,228,- Nguyên giá,,3.520.000.000,3.520.000.000,,,3520000000.0,3520000000.0
230,230,230,II. Bất động sản đầu tư,14,196.739.165.150,207.598.027.239,,14.0,196739165150.0,207598027239.0
231,231,231,- Nguyên giá,,228.897.249.378,229.273.003.492,,,228897249378.0,229273003492.0
232,232,232,- Giá trị hao mòn lũy kế (*),,(32.158.084.228),(21.674.976.253),,,-32158084228.0,-21674976253.0
240,240,240,III. Tài sản dở dang dài hạn,11,16.083.110.583,14.940.982.947,,11.0,16083110583.0,14940982947.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,16.083.110.583,14.940.982.947,,,16083110583.0,14940982947.0
250,250,250,IV. Đầu tư tài chính dài hạn,05,3.015.361.937.021,3.205.135.718.180,,5.0,3015361937021.0,3205135718180.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,3.011.361.937.021,3.205.135.718.180,,,3011361937021.0,3205135718180.0
255,255,255,2. Đầu tư nắm giữ đến ngày đáo hạn,,4.000.000.000,-,,,4000000000.0,
260,260,260,V. Tài sản dài hạn khác,,9.690.586.575,9.901.511.752,,,9690586575.0,9901511752.0
261,261,261,1. Chi phí trả trước dài hạn,15,9.690.586.575,9.901.511.752,,15.0,9690586575.0,9901511752.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.492.591.095.510,4.265.257.318.196,,,4492591095510.0,4265257318196.0
