row_label_raw,row_label_full,col_0,Chức vụ,Năm 2022,Năm 2021,numeric__Chức vụ,numeric__Năm 2022,numeric__Năm 2021
,,,Chức vụ,VND,VND,,,
Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,,,
Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,,,
- Đỗ Hữu Hạ,Thù lao thành viên Hội đồng Quản trị > - Đỗ Hữu Hạ,- Đỗ Hữu Hạ,Chủ tịch HĐQT,36.000.000,36.000.000,,36000000.0,36000000.0
- Đỗ Hữu Hậu,Thù lao thành viên Hội đồng Quản trị > - Đỗ Hữu Hậu,- Đỗ Hữu Hậu,Thành viên HĐQT,24.000.000,24.000.000,,24000000.0,24000000.0
- Nguyễn Thị Hà,Thù lao thành viên Hội đồng Quản trị > - Nguyễn Thị Hà,- Nguyễn Thị Hà,Thành viên HĐQT,24.000.000,24.000.000,,24000000.0,24000000.0
- Trần Mạnh Luân,Thù lao thành viên Hội đồng Quản trị > - Trần Mạnh Luân,- Trần Mạnh Luân,Thành viên HĐQT độc lập,24.000.000,24.000.000,,24000000.0,24000000.0
- Nguyễn Thị Thu Trang,Thù lao thành viên Hội đồng Quản trị > - Nguyễn Thị Thu Trang,- Nguyễn Thị Thu Trang,Thành viên HĐQT độc lập,24.000.000,24.000.000,,24000000.0,24000000.0
,,,,132.000.000,132.000.000,,132000000.0,132000000.0
Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,,,
- Phùng Thị Thu Hương,Thù lao thành viên Ban kiểm soát > - Phùng Thị Thu Hương,- Phùng Thị Thu Hương,Trường Ban kiểm soát,24.000.000,24.000.000,,24000000.0,24000000.0
- Nguyễn Trọng Cường,Thù lao thành viên Ban kiểm soát > - Nguyễn Trọng Cường,- Nguyễn Trọng Cường,Thành viên Ban kiểm soát,12.000.000,12.000.000,,12000000.0,12000000.0
- Bùi Thị Trà,Thù lao thành viên Ban kiểm soát > - Bùi Thị Trà,- Bùi Thị Trà,Thành viên Ban kiểm soát,12.000.000,12.000.000,,12000000.0,12000000.0
,,,,48.000.000,48.000.000,,48000000.0,48000000.0
"Tiền lương, thưởng của Giám đốc","Tiền lương, thưởng của Giám đốc","Tiền lương, thưởng của Giám đốc","Tiền lương, thưởng của Giám đốc","Tiền lương, thưởng của Giám đốc","Tiền lương, thưởng của Giám đốc",,,
- Nguyễn Thế Hùng,"Tiền lương, thưởng của Giám đốc > - Nguyễn Thế Hùng",- Nguyễn Thế Hùng,Giám đốc,239.137.050,219.085.000,,239137050.0,219085000.0
,,,,239.137.050,219.085.000,,239137050.0,219085000.0
