row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,385.322.979.961,516.362.984.812,,26.0,385322979961.0,516362984812.0
02,02,02,2. Các khoản giảm trừ doanh thu,,27.777.777,-,,,27777777.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,385.295.202.184,516.362.984.812,,,385295202184.0,516362984812.0
11,11,11,4. Giá vốn hàng bán,27,347.524.873.255,447.151.787.757,,27.0,347524873255.0,447151787757.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,37.770.328.929,69.211.197.055,,,37770328929.0,69211197055.0
21,21,21,6. Doanh thu hoạt động tài chính,28,469.229.439.183,20.031.519.466,,28.0,469229439183.0,20031519466.0
22,22,22,7. Chi phí tài chính,29,16.105.180.370,1.885.949.714,,29.0,16105180370.0,1885949714.0
23,23,23,Trong đó: Chi phí lãi vay,,9.248.499.066,1.053.313.687,,,9248499066.0,1053313687.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,(251.232.781.159),169.334.550.451,,,-251232781159.0,169334550451.0
25,25,25,9. Chi phí bán hàng,30,6.273.637.784,5.749.197.362,,30.0,6273637784.0,5749197362.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,12.802.458.637,8.359.530.014,,31.0,12802458637.0,8359530014.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,220.585.710.162,242.582.589.882,,,220585710162.0,242582589882.0
31,31,31,12. Thu nhập khác,32,7.514.710.535,5.274.377.718,,32.0,7514710535.0,5274377718.0
32,32,32,13. Chi phí khác,,12.471.679,14.300.000,,,12471679.0,14300000.0
40,40,40,14. Lợi nhuận khác,,7.502.238.856,5.260.077.718,,,7502238856.0,5260077718.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,228.087.949.018,247.842.667.600,,,228087949018.0,247842667600.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,33,3.475.196.775,11.502.299.789,,33.0,3475196775.0,11502299789.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,(60.062.689),,,,-60062689.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,224.612.752.243,236.400.430.500,,,224612752243.0,236400430500.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,221.996.674.167,232.769.603.773,,,221996674167.0,232769603773.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,2.616.078.076,3.630.826.727,,,2616078076.0,3630826727.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,34,691,724,,34.0,691.0,724.0
