row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Báo cáo của Ban Giám đốc,Báo cáo của Ban Giám đốc,Báo cáo của Ban Giám đốc,02 - 03,
Báo cáo Kiểm toán độc lập,Báo cáo Kiểm toán độc lập,Báo cáo Kiểm toán độc lập,04 - 05,
Báo cáo tài chính hợp nhất đã được kiểm toán,Báo cáo tài chính hợp nhất đã được kiểm toán,Báo cáo tài chính hợp nhất đã được kiểm toán,06 - 41,
Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,06 - 07,
Báo cáo kết quả hoạt động kinh doanh hợp nhất,Bảng cân đối kế toán hợp nhất > Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,08,8.0
Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,09 - 10,
Thuyết minh Báo cáo tài chính hợp nhất,Thuyết minh Báo cáo tài chính hợp nhất,Thuyết minh Báo cáo tài chính hợp nhất,11 - 41,
