row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022VND,Năm 2021VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022VND,numeric__Năm 2021VND
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,228.087.949.018,247.842.667.600,,,228087949018.0,247842667600.0
01,01,01,2. Điều chỉnh cho các khoản,,(191.600.094.184),(191.102.711.129),,,-191600094184.0,-191102711129.0
02,02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,12.972.092.123,10.830.817.985,,,12972092123.0,10830817985.0
03,03,03,- Các khoản dự phòng,,2.345.421.122,(14.220.997.671),,,2345421122.0,-14220997671.0
04,04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,1.731.694.491,(863.693.811),,,1731694491.0,-863693811.0
05,05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(217.835.372.031),(187.902.151.319),,,-217835372031.0,-187902151319.0
06,06,06,- Chi phí lãi vay,,9.248.499.066,1.053.313.687,,,9248499066.0,1053313687.0
07,07,07,- Các khoản điều chỉnh khác,,(62.428.955),-,,,-62428955.0,
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,36.487.854.834,56.739.956.471,,,36487854834.0,56739956471.0
09,09,09,"- Tăng, giảm các khoản phải thu",,16.956.161.734,5.449.809.543,,,16956161734.0,5449809543.0
10,10,10,"- Tăng, giảm hàng tồn kho",,(178.568.538.292),(127.213.885.447),,,-178568538292.0,-127213885447.0
11,11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(25.246.001.494),(3.746.024.805),,,-25246001494.0,-3746024805.0
12,12,12,"- Tăng, giảm chi phí trả trước",,(184.261.008),580.892.577,,,-184261008.0,580892577.0
14,14,14,- Tiền lãi vay đã trả,,(9.140.005.916),(1.053.313.687),,,-9140005916.0,-1053313687.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(7.415.219.130),(12.425.841.961),,,-7415219130.0,-12425841961.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(167.110.009.272),(81.668.407.309),,,-167110009272.0,-81668407309.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐÀU TỪ,,,,
21,21,21,"1. Tiền chỉ đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(1.142.127.636),-,,,-1142127636.0,
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,-,681.818.181,,,,681818181.0
23,23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(493.278.594.521),(465.366.000.000),,,-493278594521.0,-465366000000.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,383.908.000.000,358.895.000.000,,,383908000000.0,358895000000.0
25,25,25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(57.459.000.000),-,,,-57459000000.0,
27,27,27,"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,463.122.248.251,15.750.134.409,,,463122248251.0,15750134409.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,295.150.526.094,(90.039.047.410),,,295150526094.0,-90039047410.0
