row_label_raw,row_label_full,Tên công ty,Tên công ty_1,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty_1,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,"Km9, Quốc lộ 5, Xã Nam Sơn, Huyện An Dương, Thành phố Hải Phòng","99,79%","99,79%",Kinh doanh ô tô và xe động cơ,,,0.9979,0.9979,,
Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,"Phòng A, Tầng 8, Tòa nhà 116 Nguyễn Đức Cảnh, Quận Lê Chân, Thành phố Hải Phòng","90,17%","90,17%",Xây dựng nhà ở xã hội,,,0.9017000000000001,0.9017000000000001,,
Công ty Cổ phần Tập đoàn Bắt Động sản CRV,Công ty Cổ phần Tập đoàn Bắt Động sản CRV,Công ty Cổ phần Tập đoàn Bắt Động sản CRV,"Tầng 12, Tòa tháp Gold Tower, Số 275, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội","43,56%","43,58%",Xây dựng và kinh doanh Bắt động sản,,,0.43560000000000004,0.43579999999999997,,
