row_label_raw,row_label_full,Thuế Giá trị gia tăng,31/12/2015VND > 534.612.523,01/01/2015VND > 6.422.090.226,numeric__31/12/2015VND > 534.612.523,numeric__01/01/2015VND > 6.422.090.226
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,6.430.433.633,12.801.615.190,6430433633.0,12801615190.0
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,1.634.904.960,836.131.958,1634904960.0,836131958.0
,,,8.599.951.116,20.059.837.374,8599951116.0,20059837374.0
