row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
Nguyên giá,Nguyên giá,Nguyên giá,228,,1.384.249.914,1.180.949.914,228.0,,1384249914.0,1180949914.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(730.299.439),(471.773.089),229.0,,-730299439.0,-471773089.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,10,22.564.045.227,22.784.283.063,230.0,10.0,22564045227.0,22784283063.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,26.289.557.319,26.289.557.319,231.0,,26289557319.0,26289557319.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(3.725.512.092),(3.505.274.256),232.0,,-3725512092.0,-3505274256.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,2.865.747.521,202.724.995,240.0,,2865747521.0,202724995.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,2.865.747.521,202.724.995,242.0,,2865747521.0,202724995.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,11,881.322.603.242,366.969.986.003,250.0,11.0,881322603242.0,366969986003.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,763.798.375.009,249.862.775.009,251.0,,763798375009.0,249862775009.0
"2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh",252,,121.516.210.000,3.976.460.000,252.0,,121516210000.0,3976460000.0
3. Đầu tư dài hạn khác,3. Đầu tư dài hạn khác,3. Đầu tư dài hạn khác,253,,-,121.516.210.000,253.0,,,121516210000.0
4. Dự phòng giảm giá đầu tư dài hạn,4. Dự phòng giảm giá đầu tư dài hạn,4. Dự phòng giảm giá đầu tư dài hạn,254,,(3.991.981.767),(8.385.459.006),254.0,,-3991981767.0,-8385459006.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,77.547.677.114,32.603.560.357,260.0,,77547677114.0,32603560357.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,,40.751.472.643,535.284.115,261.0,,40751472643.0,535284115.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,4.727.928.229,-,262.0,,4727928229.0,
3. Tài sản dài hạn khác,3. Tài sản dài hạn khác,3. Tài sản dài hạn khác,268,12,32.068.276.242,32.068.276.242,268.0,12.0,32068276242.0,32068276242.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,2.823.318.068.209,1.828.295.967.770,270.0,,2823318068209.0,1828295967770.0
