row_label_raw,row_label_full,col_0,col_1,31/12/2015VND,01/01/2015VND,numeric__col_1,numeric__31/12/2015VND,numeric__01/01/2015VND
Chi phí sân xuát kinh doanh Dự án:,Chi phí sân xuát kinh doanh Dự án:,Chi phí sân xuát kinh doanh Dự án:,Chi phí sân xuát kinh doanh Dự án:,614.443.945.074,304.239.261.293,,614443945074.0,304239261293.0
+ Sunview Towner,+ Sunview Towner,+ Sunview Towner,(*),467.556.109.180,304.239.261.293,,467556109180.0,304239261293.0
+ Dự án TK21,+ Dự án TK21,+ Dự án TK21,,146.887.835.894,-,,146887835894.0,
Thành phẩm,Thành phẩm,Thành phẩm,,53.075.724.719,547.688.189,,53075724719.0,547688189.0
Hàng hóa bất động sân,Hàng hóa bất động sân,Hàng hóa bất động sân,,6.366.391.718,5.266.859.213,,6366391718.0,5266859213.0
,,,,673.886.061.511,310.053.808.695,,673886061511.0,310053808695.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,-,-,,,
(*) Chi phí Dự án Sunview Town bao gồm:,(*) Chi phí Dự án Sunview Town bao gồm:,(*) Chi phí Dự án Sunview Town bao gồm:,(*) Chi phí Dự án Sunview Town bao gồm:,,,,,
,,,,31/12/2015VND,01/01/2015VND,,,
Chi phí quyền sử dụng đất,(*) Chi phí Dự án Sunview Town bao gồm: > Chi phí quyền sử dụng đất,Chi phí quyền sử dụng đất,Chi phí quyền sử dụng đất,86.338.739.908,145.942.954.500,,86338739908.0,145942954500.0
Chi phí xây dựng,(*) Chi phí Dự án Sunview Town bao gồm: > Chi phí xây dựng,Chi phí xây dựng,Chi phí xây dựng,336.526.297.258,117.399.726.429,,336526297258.0,117399726429.0
"Chi phí tư vấn thiết kế, giám sát","(*) Chi phí Dự án Sunview Town bao gồm: > Chi phí tư vấn thiết kế, giám sát","Chi phí tư vấn thiết kế, giám sát","Chi phí tư vấn thiết kế, giám sát",1.513.600.511,3.627.781.417,,1513600511.0,3627781417.0
Chi phí ban quản lý dự án,(*) Chi phí Dự án Sunview Town bao gồm: > Chi phí ban quản lý dự án,Chi phí ban quản lý dự án,Chi phí ban quản lý dự án,5.219.628.655,2.800.514.859,,5219628655.0,2800514859.0
Chi phí khác,(*) Chi phí Dự án Sunview Town bao gồm: > Chi phí khác,Chi phí khác,Chi phí khác,719.465.687,1.187.153.026,,719465687.0,1187153026.0
Chi phí chung,(*) Chi phí Dự án Sunview Town bao gồm: > Chi phí chung,Chi phí chung,Chi phí chung,18.184.997.521,22.747.570.236,,18184997521.0,22747570236.0
Chi phí lãi vay,(*) Chi phí Dự án Sunview Town bao gồm: > Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,19.053.379.640,10.533.560.826,,19053379640.0,10533560826.0
,,,,467.556.109.180,304.239.261.293,,467556109180.0,304239261293.0
