row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
,,,VND,VND,,
Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại Lợi nhuận trước thuế,Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại Lợi nhuận trước thuế,Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại Lợi nhuận trước thuế,171.706.311.494,161.538.780.857,171706311494.0,161538780857.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Trừ: + Thu nhập không chịu thuế,Điều chỉnh cho thu nhập chịu thuế > Trừ: + Thu nhập không chịu thuế,Trừ: + Thu nhập không chịu thuế,(53.620.280.000),(60.032.800.000),-53620280000.0,-60032800000.0
+ Thu nhập từ chuyển nhượng bắt động sản,Điều chỉnh cho thu nhập chịu thuế > + Thu nhập từ chuyển nhượng bắt động sản,+ Thu nhập từ chuyển nhượng bắt động sản,(23.048.232.443),(23.023.796.255),-23048232443.0,-23023796255.0
+ Lỗ từ các năm trước chuyển sang,+ Lỗ từ các năm trước chuyển sang,+ Lỗ từ các năm trước chuyển sang,-,-,,
Cộng: Các khoản chi phí không được khấu trừ,+ Lỗ từ các năm trước chuyển sang > Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,10.214.773.278,6.873.411.358,10214773278.0,6873411358.0
Thu nhập chịu thuế,+ Lỗ từ các năm trước chuyển sang > Thu nhập chịu thuế,Thu nhập chịu thuế,105.252.572.329,85.355.595.960,105252572329.0,85355595960.0
+ chuyển lỗ của hoạt động chuyển nhượng Bds,+ Lỗ từ các năm trước chuyển sang > + chuyển lỗ của hoạt động chuyển nhượng Bds,+ chuyển lỗ của hoạt động chuyển nhượng Bds,-,(2.233.050.022),,-2233050022.0
Thuế suất thuế thu nhập doanh nghiệp,+ Lỗ từ các năm trước chuyển sang > Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,22%,22%,0.22,0.22
Chi phí thuế thu nhập doanh nghiệp phải nộp:,+ Lỗ từ các năm trước chuyển sang > Chi phí thuế thu nhập doanh nghiệp phải nộp:,Chi phí thuế thu nhập doanh nghiệp phải nộp:,31.286.911.583,23.352.195.283,31286911583.0,23352195283.0
+ cho hoạt động kinh doanh thông thường,+ Lỗ từ các năm trước chuyển sang > + cho hoạt động kinh doanh thông thường,+ cho hoạt động kinh doanh thông thường,23.155.565.912,18.778.231.112,23155565912.0,18778231112.0
+ cho hoạt động kinh doanh bắt động sản,+ Lỗ từ các năm trước chuyển sang > + cho hoạt động kinh doanh bắt động sản,+ cho hoạt động kinh doanh bắt động sản,8.131.345.671,4.573.964.171,8131345671.0,4573964171.0
Thuế thu nhập doanh nghiệp được miễn giảm,Thuế thu nhập doanh nghiệp được miễn giảm,Thuế thu nhập doanh nghiệp được miễn giảm,-,-,,
Chi phí thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp được miễn giảm > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,31.286.911.583,23.352.195.283,31286911583.0,23352195283.0
