row_label_raw,row_label_full,Thu nhập Ban Tổng Giám đốc được hương trong kỳ như sau:,Thu nhập Ban Tổng Giám đốc được hương trong kỳ như sau:_1,Thu nhập Ban Tổng Giám đốc được hương trong kỳ như sau:_2,numeric__Thu nhập Ban Tổng Giám đốc được hương trong kỳ như sau:_1,numeric__Thu nhập Ban Tổng Giám đốc được hương trong kỳ như sau:_2
,,,2015VND,2014VND,,
Thu nhập của Tổng Giám đốc,Thu nhập của Tổng Giám đốc,Thu nhập của Tổng Giám đốc,1.514.718.947,869.488.994,1514718947.0,869488994.0
Lương của các nhân viên chủ chốt,Lương của các nhân viên chủ chốt,Lương của các nhân viên chủ chốt,12.396.899.545,5.532.308.051,12396899545.0,5532308051.0
