row_label_raw,row_label_full,(*) Chủ yếu là các khoản thu hộ các chủ đầu tư sau:,31/12/2015,01/01/2015,numeric__31/12/2015,numeric__01/01/2015
,,,VND,VND,,
Công ty TNHH XD - TM - DV Hà Thuận Hùng,Công ty TNHH XD - TM - DV Hà Thuận Hùng,Công ty TNHH XD - TM - DV Hà Thuận Hùng,47.960.621.494,57.649.383.714,47960621494.0,57649383714.0
Công ty CP XD & Địa Ốc Long Kim Phát,Công ty CP XD & Địa Ốc Long Kim Phát,Công ty CP XD & Địa Ốc Long Kim Phát,32.356.155.919,33.360.502.708,32356155919.0,33360502708.0
Công ty TNHH TM ĐT Thiên Lộc,Công ty TNHH TM ĐT Thiên Lộc,Công ty TNHH TM ĐT Thiên Lộc,-,17.698.198.884,,17698198884.0
Công ty Xây dựng Thành Trường Lộc,Công ty Xây dựng Thành Trường Lộc,Công ty Xây dựng Thành Trường Lộc,2.253.499.339,979.916.000,2253499339.0,979916000.0
"Trả tiền mua căn hộ Sunview 1,2 của khách hàng","Trả tiền mua căn hộ Sunview 1,2 của khách hàng","Trả tiền mua căn hộ Sunview 1,2 của khách hàng",642.119.345,9.117.045.525,642119345.0,9117045525.0
Công ty CP BDS UNIHOMES,Công ty CP BDS UNIHOMES,Công ty CP BDS UNIHOMES,4.000.000.000,-,4000000000.0,
Ngô Thị Thông - Công ty Tâm Thông,Ngô Thị Thông - Công ty Tâm Thông,Ngô Thị Thông - Công ty Tâm Thông,406.551.337,-,406551337.0,
Phải trả phí bảo trì thu hộ,Phải trả phí bảo trì thu hộ,Phải trả phí bảo trì thu hộ,16.106.086.728,852.500.000,16106086728.0,852500000.0
Tiền cọc Công ty CP ĐT và DV Đất Xanh Miền Nam,Tiền cọc Công ty CP ĐT và DV Đất Xanh Miền Nam,Tiền cọc Công ty CP ĐT và DV Đất Xanh Miền Nam,417.147.545,417.147.545,417147545.0,417147545.0
Phải trả tiền cổ phiếu phát hành thêm,Phải trả tiền cổ phiếu phát hành thêm,Phải trả tiền cổ phiếu phát hành thêm,-,257.000.000.000,,257000000000.0
Công ty Cổ phần Đất Xanh Miền Trung,Công ty Cổ phần Đất Xanh Miền Trung,Công ty Cổ phần Đất Xanh Miền Trung,-,85.000.000.000,,85000000000.0
Công ty CP In Nông Nghiệp,Công ty CP In Nông Nghiệp,Công ty CP In Nông Nghiệp,4.985.600.000,-,4985600000.0,
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,11.799.619.791,1.100.480.945,11799619791.0,1100480945.0
,,,120.927.401.498,463.175.175.321,120927401498.0,463175175321.0
