row_label_raw,row_label_full,CHỈ TIÊU,Mã số,2015,MAU B 03-DN Đơn vị: VND 2014,numeric__Mã số,numeric__2015,numeric__MAU B 03-DN Đơn vị: VND 2014
Tiền thu khác cho hoạt động kinh doanh,"2, Điều chỉnh cho các khoản: > Tiền thu khác cho hoạt động kinh doanh",Tiền thu khác cho hoạt động kinh doanh,16,48.897.170,2.136.334.242,16.0,48897170.0,2136334242.0
Tiền chi khác cho hoạt động kinh doanh,"2, Điều chỉnh cho các khoản: > Tiền chi khác cho hoạt động kinh doanh",Tiền chi khác cho hoạt động kinh doanh,17,(7.493.656.128),(48.753.113.710),17.0,-7493656128.0,-48753113710.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2, Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh",Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,86.088.980.796,235.471.977.523,20.0,86088980796.0,235471977523.0
"II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ",,,
"1, Tiền chi để mua sắm TSCĐ và các TSDH khác","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1, Tiền chi để mua sắm TSCĐ và các TSDH khác","1, Tiền chi để mua sắm TSCĐ và các TSDH khác",21,(9.038.135.636),(1.300.386.879),21.0,-9038135636.0,-1300386879.0
"2, Tiền thu do thanh lý, nhượng bán tài sản cố định","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2, Tiền thu do thanh lý, nhượng bán tài sản cố định","2, Tiền thu do thanh lý, nhượng bán tài sản cố định",22,404.545.455,1.500.000.000,22.0,404545455.0,1500000000.0
"3, Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3, Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3, Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,(19.684.072.919),-,23.0,-19684072919.0,
"4, Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4, Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","4, Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",24,18.600.000.000,-,24.0,18600000000.0,
"5, Tiền chi đầu tư góp vốn vào đơn vị khác","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5, Tiền chi đầu tư góp vốn vào đơn vị khác","5, Tiền chi đầu tư góp vốn vào đơn vị khác",25,(513.935.600.000),(48.290.728.800),25.0,-513935600000.0,-48290728800.0
"6, Tiền thu hồi đầu tư góp vốn vào đơn vị khác","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6, Tiền thu hồi đầu tư góp vốn vào đơn vị khác","6, Tiền thu hồi đầu tư góp vốn vào đơn vị khác",26,2.324.230.000,125.376.665.376,26.0,2324230000.0,125376665376.0
"7, Tiền thu lãi cho vay, cổ tức nhận được","II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 7, Tiền thu lãi cho vay, cổ tức nhận được","7, Tiền thu lãi cho vay, cổ tức nhận được",27,78.620.799.355,80.087.668.541,27.0,78620799355.0,80087668541.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,"II, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư",Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(442.708.233.745),157.373.218.238,30.0,-442708233745.0,157373218238.0
"III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH","III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH","III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH","III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH","III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH","III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH",,,
"1, Tiền thu từ phát hành cổ phiếu và nhận vốn góp","III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1, Tiền thu từ phát hành cổ phiếu và nhận vốn góp","1, Tiền thu từ phát hành cổ phiếu và nhận vốn góp",31,-,222.003.190.000,31.0,,222003190000.0
"3, Tiền vay ngắn hạn, dài hạn nhận được","III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3, Tiền vay ngắn hạn, dài hạn nhận được","3, Tiền vay ngắn hạn, dài hạn nhận được",33,354.456.534.552,74.715.413.376,33.0,354456534552.0,74715413376.0
"4, Tiền chi trả nợ gốc vay","III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4, Tiền chi trả nợ gốc vay","4, Tiền chi trả nợ gốc vay",34,(58.000.000.000),(25.000.000.000),34.0,-58000000000.0,-25000000000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,"III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính",Lưu chuyển tiền thuần từ hoạt động tài chính,40,296.456.534.552,271.718.603.376,40.0,296456534552.0,271718603376.0
Lưu chuyển tiền thuần trong năm,"III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm",Lưu chuyển tiền thuần trong năm,50,(60.162.718.397),664.563.799.137,50.0,-60162718397.0,664563799137.0
Tiền và tương đương tiền đầu năm,"III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm",Tiền và tương đương tiền đầu năm,60,708.266.611.218,43.702.812.081,60.0,708266611218.0,43702812081.0
Tiền và tương đương tiền cuối năm,"III, LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm",Tiền và tương đương tiền cuối năm,70,648.103.892.821,708.266.611.218,70.0,648103892821.0,708266611218.0
