row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
,,,VND,VND,,
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,
- Dịch vụ và môi giới bất động sản,Doanh thu bán hàng và cung cấp dịch vụ > - Dịch vụ và môi giới bất động sản,- Dịch vụ và môi giới bất động sản,99.289.638.271,51.958.380.473,99289638271.0,51958380473.0
- Kinh doanh bất động sản,Doanh thu bán hàng và cung cấp dịch vụ > - Kinh doanh bất động sản,- Kinh doanh bất động sản,438.994.136.255,70.208.224.783,438994136255.0,70208224783.0
- Doanh thu khác,Doanh thu bán hàng và cung cấp dịch vụ > - Doanh thu khác,- Doanh thu khác,-,29.432.889.722,,29432889722.0
,,,538.283.774.526,151.599.494.978,538283774526.0,151599494978.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
- Giảm giá Hàng bán - BDS,Các khoản giảm trừ > - Giảm giá Hàng bán - BDS,- Giảm giá Hàng bán - BDS,-,(948.204.494),,-948204494.0
- Giảm giá Hàng bán - Dịch vụ,Các khoản giảm trừ > - Giảm giá Hàng bán - Dịch vụ,- Giảm giá Hàng bán - Dịch vụ,-,(12.733.060.598),,-12733060598.0
,,,538.283.774.526,137.918.229.886,538283774526.0,137918229886.0
