row_label_raw,row_label_full,col_0,31/12/2015VND,01/01/2015VND,numeric__31/12/2015VND,numeric__01/01/2015VND
(1) Khoản trả trước cho người bán chi tiết như sau:,(1) Khoản trả trước cho người bán chi tiết như sau:,(1) Khoản trả trước cho người bán chi tiết như sau:,(1) Khoản trả trước cho người bán chi tiết như sau:,(1) Khoản trả trước cho người bán chi tiết như sau:,,
Công ty CP PTHT & PTBĐS Thái Bình Dương - PPI,(1) Khoản trả trước cho người bán chi tiết như sau: > Công ty CP PTHT & PTBĐS Thái Bình Dương - PPI,Công ty CP PTHT & PTBĐS Thái Bình Dương - PPI,64.822.983.313,47.340.283.400,64822983313.0,47340283400.0
Công ty CP Công trình Phương Nam,(1) Khoản trả trước cho người bán chi tiết như sau: > Công ty CP Công trình Phương Nam,Công ty CP Công trình Phương Nam,9.000.000.000,-,9000000000.0,
Công ty TNHH TM Xây dựng Điện Động Năng,(1) Khoản trả trước cho người bán chi tiết như sau: > Công ty TNHH TM Xây dựng Điện Động Năng,Công ty TNHH TM Xây dựng Điện Động Năng,-,8.372.811.050,,8372811050.0
Công ty TNHH Xây dựng Võ Đình,(1) Khoản trả trước cho người bán chi tiết như sau: > Công ty TNHH Xây dựng Võ Đình,Công ty TNHH Xây dựng Võ Đình,-,9.474.084.276,,9474084276.0
Công ty CP Tập đoàn Quốc tế Năm Sao,(1) Khoản trả trước cho người bán chi tiết như sau: > Công ty CP Tập đoàn Quốc tế Năm Sao,Công ty CP Tập đoàn Quốc tế Năm Sao,2.748.900.000,-,2748900000.0,
Công ty TNHH Schindler Việt Nam,(1) Khoản trả trước cho người bán chi tiết như sau: > Công ty TNHH Schindler Việt Nam,Công ty TNHH Schindler Việt Nam,3.375.000.000,900.000.000,3375000000.0,900000000.0
Công ty CP XD Công nghiệp Descon,(1) Khoản trả trước cho người bán chi tiết như sau: > Công ty CP XD Công nghiệp Descon,Công ty CP XD Công nghiệp Descon,-,6.140.183.428,,6140183428.0
Các khách hàng khác,(1) Khoản trả trước cho người bán chi tiết như sau: > Các khách hàng khác,Các khách hàng khác,13.486.853.796,8.186.123.472,13486853796.0,8186123472.0
,,,93.433.737.109,80.413.485.626,93433737109.0,80413485626.0
(2) Khoản phải thu về cho vay ngắn hạn,(2) Khoản phải thu về cho vay ngắn hạn,(2) Khoản phải thu về cho vay ngắn hạn,31/12/2015VND,01/01/2015VND,,
Công ty Cổ phần Đầu tư LDG,(2) Khoản phải thu về cho vay ngắn hạn > Công ty Cổ phần Đầu tư LDG,Công ty Cổ phần Đầu tư LDG,10.000.000.000,25.000.000.000,10000000000.0,25000000000.0
Công ty CPDV và Địa Óc Đất Xanh Miền Bắc,(2) Khoản phải thu về cho vay ngắn hạn > Công ty CPDV và Địa Óc Đất Xanh Miền Bắc,Công ty CPDV và Địa Óc Đất Xanh Miền Bắc,10.000.000.000,-,10000000000.0,
Công ty Cổ phần Đầu tư và Phát triển Tp HCM,(2) Khoản phải thu về cho vay ngắn hạn > Công ty Cổ phần Đầu tư và Phát triển Tp HCM,Công ty Cổ phần Đầu tư và Phát triển Tp HCM,2.011.336.802,2.011.336.802,2011336802.0,2011336802.0
Công ty CP Địa Óc Tâm Thông,(2) Khoản phải thu về cho vay ngắn hạn > Công ty CP Địa Óc Tâm Thông,Công ty CP Địa Óc Tâm Thông,4.684.072.919,-,4684072919.0,
Công ty CP BĐS UNIHOMES,(2) Khoản phải thu về cho vay ngắn hạn > Công ty CP BĐS UNIHOMES,Công ty CP BĐS UNIHOMES,2.000.000.000,-,2000000000.0,
Công ty TNHH XD Võ Đình,(2) Khoản phải thu về cho vay ngắn hạn > Công ty TNHH XD Võ Đình,Công ty TNHH XD Võ Đình,-,600.000.000,,600000000.0
,,,28.695.409.721,27.611.336.802,28695409721.0,27611336802.0
(3) Các khoản phải thu khác chi tiết như sau:,(3) Các khoản phải thu khác chi tiết như sau:,(3) Các khoản phải thu khác chi tiết như sau:,(3) Các khoản phải thu khác chi tiết như sau:,(3) Các khoản phải thu khác chi tiết như sau:,,
,,,31/12/2015VND,01/01/2015VND,,
Phải thu tạm ứng,(3) Các khoản phải thu khác chi tiết như sau: > Phải thu tạm ứng,Phải thu tạm ứng,11.768.551.258,2.103.720.930,11768551258.0,2103720930.0
"Ký cược, ký quỹ","(3) Các khoản phải thu khác chi tiết như sau: > Ký cược, ký quỹ","Ký cược, ký quỹ",22.760.561.152,69.204.921.458,22760561152.0,69204921458.0
Phải thu các công ty con,(3) Các khoản phải thu khác chi tiết như sau: > Phải thu các công ty con,Phải thu các công ty con,196.125.447.111,106.597.250.404,196125447111.0,106597250404.0
Phải thu các công ty liên kết,(3) Các khoản phải thu khác chi tiết như sau: > Phải thu các công ty liên kết,Phải thu các công ty liên kết,6.359.812.500,9.729.895.944,6359812500.0,9729895944.0
Phải thu ngắn hạn khác,(3) Các khoản phải thu khác chi tiết như sau: > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,101.954.086.304,41.248.576.514,101954086304.0,41248576514.0
,,,338.968.458.325,228.884.365.250,338968458325.0,228884365250.0
(4) Dự phòng các khoản phải thu khó đòi như sau:,(4) Dự phòng các khoản phải thu khó đòi như sau:,(4) Dự phòng các khoản phải thu khó đòi như sau:,(4) Dự phòng các khoản phải thu khó đòi như sau:,(4) Dự phòng các khoản phải thu khó đòi như sau:,,
,,,31/12/2015VND,01/01/2015VND,,
Bà Dương Thị Thục,(4) Dự phòng các khoản phải thu khó đòi như sau: > Bà Dương Thị Thục,Bà Dương Thị Thục,3.000.000.000,3.000.000.000,3000000000.0,3000000000.0
