row_label_raw,row_label_full,Tập đoàn:,Khôi phục hiện trường Nghìn VND,Quyền khai thác khoáng sản Nghìn VND,Tổng cộng Nghìn VND,numeric__Khôi phục hiện trường Nghìn VND,numeric__Quyền khai thác khoáng sản Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,24.343.637,500.451.642,524.795.279,24343637.0,500451642.0,524795279.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,1.874.460,39.140.197,41.014.657,1874460.0,39140197.0,41014657.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,-,(73.145.652),(73.145.652),,-73145652.0,-73145652.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,26.218.097,466.446.187,492.664.284,26218097.0,466446187.0,492664284.0
