row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,2018Nghìn VND,2017Nghìn VND,2018Nghìn VND,2017Nghìn VND,,,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,828.112.544,292.122.452,1.757.699,11.265,828112544.0,292122452.0,1757699.0,11265.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,165.622.509,58.424.490,351.540,2.253,165622509.0,58424490.0,351540.0,2253.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,1.924.546,9.351.549,-,-,1924546.0,9351549.0,,
U'u đãi thuế,U'u đãi thuế,U'u đãi thuế,(81.283.126),(48.822.813),-,-,-81283126.0,-48822813.0,,
Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,(75.159.542),(33.625.258),-,-,-75159542.0,-33625258.0,,
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(351.540),(9.151.359),(351.540),(2.253),-351540.0,-9151359.0,-351540.0,-2253.0
Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,-,37.589,-,-,,37589.0,,
Biến động chênh lệch tạm thời,Biến động chênh lệch tạm thời,Biến động chênh lệch tạm thời,7.358.018,14.782.490,-,-,7358018.0,14782490.0,,
,,,18.110.865,(9.003.312),-,-,18110865.0,-9003312.0,,
