row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,1/1/2018,1/1/2018_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__1/1/2018,numeric__1/1/2018_1
,,,Số cổ phiếu,Nghìn VND,Số cổ phiếu,Nghìn VND,,,,
Vốn cổ phần được duyệt,Vốn cổ phần được duyệt,Vốn cổ phần được duyệt,899.309.122,8.993.091.220,719.447.328,7.194.473.280,899309122.0,8993091220.0,719447328.0,7194473280.0
Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,Vốn cổ phần đã phát hành,,,,
Cổ phiếu phổ thông,Vốn cổ phần đã phát hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,899.309.122,8.993.091.220,703.544.898,7.035.448.980,899309122.0,8993091220.0,703544898.0,7035448980.0
Cổ phiếu ưu đãi,Vốn cổ phần đã phát hành > Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,15.902.430,159.024.300,,,15902430.0,159024300.0
,,,899.309.122,8.993.091.220,719.447.328,7.194.473.280,899309122.0,8993091220.0,719447328.0,7194473280.0
Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,Số cổ phiếu đang lưu hành,,,,
Cổ phiếu phổ thông,Số cổ phiếu đang lưu hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,899.309.122,8.993.091.220,703.544.898,7.035.448.980,899309122.0,8993091220.0,703544898.0,7035448980.0
Cổ phiếu ưu đãi,Số cổ phiếu đang lưu hành > Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,15.902.430,159.024.300,,,15902430.0,159024300.0
,,,899.309.122,8.993.091.220,719.447.328,7.194.473.280,899309122.0,8993091220.0,719447328.0,7194473280.0
Thặng dư vốn cổ phần,Số cổ phiếu đang lưu hành > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,-,145.709.384,-,1.944.327.324,,145709384.0,,1944327324.0
