row_label_raw,row_label_full,col_0,31/12/2023VND,01/01/2023VND,numeric__31/12/2023VND,numeric__01/01/2023VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,83.997.863.222,111.837.382.944,83997863222.0,111837382944.0
Tài sản thừa chờ giải quyết,Tài sản thừa chờ giải quyết,Tài sản thừa chờ giải quyết,-,-,,
Kinh phí công đoàn,Tài sản thừa chờ giải quyết > Kinh phí công đoàn,Kinh phí công đoàn,1.618.736.450,1.821.076.775,1618736450.0,1821076775.0
Bảo hiểm xã hội,Tài sản thừa chờ giải quyết > Bảo hiểm xã hội,Bảo hiểm xã hội,101.239.581,193.203.245,101239581.0,193203245.0
Bảo hiểm y tế,Tài sản thừa chờ giải quyết > Bảo hiểm y tế,Bảo hiểm y tế,-,4.335.160,,4335160.0
Phải trả cổ phần hóa,Tài sản thừa chờ giải quyết > Phải trả cổ phần hóa,Phải trả cổ phần hóa,6.252.404.609,6.251.627.661,6252404609.0,6251627661.0
Bảo hiểm thất nghiệp,Tài sản thừa chờ giải quyết > Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,-,1.926.738,,1926738.0
"Nhận ký quỹ, ký cược ngắn hạn","Tài sản thừa chờ giải quyết > Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",2.484.340.000,2.540.765.000,2484340000.0,2540765000.0
Các khoản phải trả phải nộp khác,Tài sản thừa chờ giải quyết > Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,73.541.142.582,101.024.448.365,73541142582.0,101024448365.0
Tiền chuyển quyền sử dụng đất (*),Tài sản thừa chờ giải quyết > Tiền chuyển quyền sử dụng đất (*),Tiền chuyển quyền sử dụng đất (*),39.584.880.000,39.584.880.000,39584880000.0,39584880000.0
Phải trả khoản tạm giữ tại kho bạc nhà nước (**),Tài sản thừa chờ giải quyết > Phải trả khoản tạm giữ tại kho bạc nhà nước (**),Phải trả khoản tạm giữ tại kho bạc nhà nước (**),27.877.394.336,27.877.394.336,27877394336.0,27877394336.0
Phải trả Nhà nước về khoản tiền lãi thu từ công ty con do chậm nộp tiền cổ phần hóa,Tài sản thừa chờ giải quyết > Phải trả Nhà nước về khoản tiền lãi thu từ công ty con do chậm nộp tiền cổ phần hóa,Phải trả Nhà nước về khoản tiền lãi thu từ công ty con do chậm nộp tiền cổ phần hóa,-,22.079.961.265,,22079961265.0
Phải trả Nhà nước về thu hồi công nợ theo dõi ngoài bảng,Tài sản thừa chờ giải quyết > Phải trả Nhà nước về thu hồi công nợ theo dõi ngoài bảng,Phải trả Nhà nước về thu hồi công nợ theo dõi ngoài bảng,-,4.165.102.363,,4165102363.0
Phải trả Bộ tài chính các khoản phải thu từ xử lý Nhà đất,Tài sản thừa chờ giải quyết > Phải trả Bộ tài chính các khoản phải thu từ xử lý Nhà đất,Phải trả Bộ tài chính các khoản phải thu từ xử lý Nhà đất,1.545.178.094,1.816.924.609,1545178094.0,1816924609.0
"Các khoản phải trả, phải nộp khác","Tài sản thừa chờ giải quyết > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",4.533.690.152,5.500.185.792,4533690152.0,5500185792.0
Dài hạn,Tài sản thừa chờ giải quyết > Dài hạn,Dài hạn,628.373.586.070,609.951.004.859,628373586070.0,609951004859.0
Nhận ký quỹ ký cược dài hạn,Tài sản thừa chờ giải quyết > Nhận ký quỹ ký cược dài hạn,Nhận ký quỹ ký cược dài hạn,2.871.169.325,2.122.489.325,2871169325.0,2122489325.0
Các khoản phải trả dài hạn khác (***),Tài sản thừa chờ giải quyết > Các khoản phải trả dài hạn khác (***),Các khoản phải trả dài hạn khác (***),625.502.416.745,607.828.515.534,625502416745.0,607828515534.0
Tổng,Tài sản thừa chờ giải quyết > Tổng,Tổng,712.371.449.292,721.788.387.803,712371449292.0,721788387803.0
