row_label_raw,row_label_full,col_0,31/12/2023 (VND) > Giá trị ghi sổ,31/12/2023 (VND) > Số có khả năng trả nợ,01/01/2023 (VND) > Giá trị ghi sổ,01/01/2023 (VND) > Số có khả năng trả nợ,numeric__31/12/2023 (VND) > Giá trị ghi sổ,numeric__31/12/2023 (VND) > Số có khả năng trả nợ,numeric__01/01/2023 (VND) > Giá trị ghi sổ,numeric__01/01/2023 (VND) > Số có khả năng trả nợ
Ngắn hạn,Ngắn hạn,Ngắn hạn,74.921.586.082,74.921.586.082,1.509.051.402.126,1.509.051.402.126,74921586082.0,74921586082.0,1509051402126.0,1509051402126.0
Công ty Cổ phần Sữa Việt Nam - Chi nhánh Cần Thơ,Công ty Cổ phần Sữa Việt Nam - Chi nhánh Cần Thơ,Công ty Cổ phần Sữa Việt Nam - Chi nhánh Cần Thơ,32.179.957.198,32.179.957.198,32.509.244.231,32.509.244.231,32179957198.0,32179957198.0,32509244231.0,32509244231.0
Val Win Trading,Val Win Trading,Val Win Trading,16.037.667.798,16.037.667.798,13.080.842.474,13.080.842.474,16037667798.0,16037667798.0,13080842474.0,13080842474.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,26.703.961.086,26.703.961.086,1.463.461.315.421,1.463.461.315.421,26703961086.0,26703961086.0,1463461315421.0,1463461315421.0
Tổng,Tổng,Tổng,74.921.586.082,74.921.586.082,1.509.051.402.126,1.509.051.402.126,74921586082.0,74921586082.0,1509051402126.0,1509051402126.0
Trong đó phải trả người bán là các bên liên quan được trình bày tại Thuyết minh 7.1,Trong đó phải trả người bán là các bên liên quan được trình bày tại Thuyết minh 7.1,Trong đó phải trả người bán là các bên liên quan được trình bày tại Thuyết minh 7.1,3.472.859.629,3.472.859.629,2.636.891.978,2.636.891.978,3472859629.0,3472859629.0,2636891978.0,2636891978.0
