row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,366.275.545.567,411.607.435.040,366275545567.0,411607435040.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,20.262.650.436,21.782.587.111,20262650436.0,21782587111.0
Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,26.082.723.331,21.794.568.658,26082723331.0,21794568658.0
"Chi phí dụng cụ, đồ dùng","Chi phí dụng cụ, đồ dùng","Chi phí dụng cụ, đồ dùng",1.891.250.831,2.182.932.515,1891250831.0,2182932515.0
Chi phí giám định hàng xuất khẩu,Chi phí giám định hàng xuất khẩu,Chi phí giám định hàng xuất khẩu,6.228.660.354,-,6228660354.0,
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,292.214.765.298,349.454.889.449,292214765298.0,349454889449.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,19.595.495.317,16.392.457.307,19595495317.0,16392457307.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,317.673.586.732,220.620.549.903,317673586732.0,220620549903.0
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,120.744.881.992,78.268.249.880,120744881992.0,78268249880.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,1.061.890.685,982.169.896,1061890685.0,982169896.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,2.825.852.447,2.345.039.127,2825852447.0,2345039127.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,27.337.040.172,27.912.233.587,27337040172.0,27912233587.0
Thuế phí và lệ phí,Thuế phí và lệ phí,Thuế phí và lệ phí,45.691.303.586,28.419.103.826,45691303586.0,28419103826.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,(4.246.774.915),9.796.647.819,-4246774915.0,9796647819.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,36.214.043.560,20.176.973.724,36214043560.0,20176973724.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,88.045.349.205,52.720.132.044,88045349205.0,52720132044.0
Tổng,Tổng,Tổng,683.949.132.299,632.227.984.943,683949132299.0,632227984943.0
