row_label_raw,row_label_full,Họ và tên,Chức danh,Năm 2023 VND,Năm 2022 VND,numeric__Chức danh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
Ông Nguyễn Huy Hưng,Ông Nguyễn Huy Hưng,Ông Nguyễn Huy Hưng,Chủ tịch HĐQT,658.604.000,432.000.000,,658604000.0,432000000.0
Ông Nguyễn Tiến Dũng,Ông Nguyễn Tiến Dũng,Ông Nguyễn Tiến Dũng,Thành viên HĐQT (Thời từ ngày 28/02/2024),509.284.000,336.000.000,,509284000.0,336000000.0
Ông Nguyễn Ngọc Nam,Ông Nguyễn Ngọc Nam,Ông Nguyễn Ngọc Nam,Phó Chủ tịch HĐQT(Miễn nhiệm ngày 31/5/2022),-,142.980.000,,,142980000.0
Ông Lưu Nguyễn Chí Nhân,Ông Lưu Nguyễn Chí Nhân,Ông Lưu Nguyễn Chí Nhân,Thành viên HĐQT (từ ngày 22/10/2021),364.000.000,30.000.000,,364000000.0,30000000.0
Bà Hồ Thị Cẩm Vân,Bà Hồ Thị Cẩm Vân,Bà Hồ Thị Cẩm Vân,Thành viên kiểm người phụ trách Kiểm toán nội bộ (Bổ nhiệm ngày 30/5/2023),368.200.000,-,,368200000.0,
