row_label_raw,row_label_full,Họ và tên > Bà Nguyễn Thị Hoài > Ông Trần Tấn Đức,Chức danh > Tổng Giám đốc (đến hết ngày 03 tháng 03 năm 2022) > Tổng Giám đốc (Bổ nhiệm ngày 27/02/2024); Thành viên HĐQT (Bổ nhiệm ngày 28/02/2024),Năm 2023 VND > - > 583.779.000,Năm 2022 VND > 96.000.000 > 378.556.000,numeric__Chức danh > Tổng Giám đốc (đến hết ngày 03 tháng 03 năm 2022) > Tổng Giám đốc (Bổ nhiệm ngày 27/02/2024); Thành viên HĐQT (Bổ nhiệm ngày 28/02/2024),numeric__Năm 2023 VND > - > 583.779.000,numeric__Năm 2022 VND > 96.000.000 > 378.556.000
Ông Bạch Ngọc Văn,Ông Bạch Ngọc Văn,Ông Bạch Ngọc Văn,Phó Tổng Giám đốc,515.020.000,338.980.000,,515020000.0,338980000.0
Ông Trần Hoàng Ngân,Ông Trần Hoàng Ngân,Ông Trần Hoàng Ngân,Phó Tổng Giám đốc (Bổ nhiệm ngày 09/02/2023),442.860.000,-,,442860000.0,
Ông Nguyễn Văn Hiền,Ông Nguyễn Văn Hiền,Ông Nguyễn Văn Hiền,Phó Tổng Giám đốc (Bổ nhiệm ngày 09/02/2023),442.860.000,-,,442860000.0,
Ông Nguyễn Vương Quốc,Ông Nguyễn Vương Quốc,Ông Nguyễn Vương Quốc,Kế toán trường (Bổ nhiệm ngày 04/01/2022),463.842.000,307.200.000,,463842000.0,307200000.0
