row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2023VND,01/01/2023VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2023VND,numeric__01/01/2023VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100=110+120+130+140+150),100,,1.222.792.562.049,3.486.153.748.650,,100.0,,1222792562049.0,3486153748650.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,218.536.274.681,876.912.028.909,,110.0,51.0,218536274681.0,876912028909.0
1.,1.,1.,Tiền,111,,198.536.274.681,750.564.083.705,,111.0,,198536274681.0,750564083705.0
2.,2.,2.,Các khoản tương đương tiền,112,,20.000.000.000,126.347.945.204,,112.0,,20000000000.0,126347945204.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,248.713.469.141,1.744.250.786.661,,130.0,,248713469141.0,1744250786661.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.2,343.342.902.042,1.802.210.531.922,,131.0,52.0,343342902042.0,1802210531922.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.3,363.466.568.795,384.874.343.050,,132.0,53.0,363466568795.0,384874343050.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.4,220.172.742.237,237.037.792.537,,136.0,54.0,220172742237.0,237037792537.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.5,(1.337.600.637.067),(1.341.847.411.982),,137.0,55.0,-1337600637067.0,-1341847411982.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,5.6,659.331.893.134,661.975.531.134,,139.0,56.0,659331893134.0,661975531134.0
IV.,IV.,IV.,Hàng tồn kho,140,5.7,609.362.083.698,727.309.200.217,,140.0,57.0,609362083698.0,727309200217.0
1.,1.,1.,Hàng tồn kho,141,,618.441.344.204,734.006.112.069,,141.0,,618441344204.0,734006112069.0
2,2,2,Dự phòng giảm giá hàng tồn kho,149,,(9.079.260.506),(6.696.911.852),,149.0,,-9079260506.0,-6696911852.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,146.180.734.529,137.681.732.863,,150.0,,146180734529.0,137681732863.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.8,7.512.418.210,6.682.203.130,,151.0,58.0,7512418210.0,6682203130.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,134.721.579.464,127.003.632.175,,152.0,,134721579464.0,127003632175.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.17,3.946.736.855,3.995.897.558,,153.0,517.0,3946736855.0,3995897558.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.121.558.691.560,3.155.645.720.342,,200.0,,3121558691560.0,3155645720342.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,625.661.483.279,607.987.582.068,,210.0,,625661483279.0,607987582068.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,5.2,625.502.416.745,607.828.515.534,,211.0,52.0,625502416745.0,607828515534.0
