row_label_raw,row_label_full,col_0,31/12/2024 > Giá trịVND,31/12/2024 > Dự phòngVND,01/01/2024 > Giá trịVND,01/01/2024 > Dự phòngVND,numeric__31/12/2024 > Giá trịVND,numeric__31/12/2024 > Dự phòngVND,numeric__01/01/2024 > Giá trịVND,numeric__01/01/2024 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
"- Phải thu về lãi tiền gửi, tiền cho vay, lãi trái phiếu","a.1) Chi tiết theo nội dung > - Phải thu về lãi tiền gửi, tiền cho vay, lãi trái phiếu","- Phải thu về lãi tiền gửi, tiền cho vay, lãi trái phiếu",1.641.782.179,-,2.867.808.704,-,1641782179.0,,2867808704.0,
- Phải thu về bảo hiểm xã hội,a.1) Chi tiết theo nội dung > - Phải thu về bảo hiểm xã hội,- Phải thu về bảo hiểm xã hội,142.504.100,-,17.286.548,-,142504100.0,,17286548.0,
- Tạm ứng,a.1) Chi tiết theo nội dung > - Tạm ứng,- Tạm ứng,62.966.743.493,-,29.996.624.414,-,62966743493.0,,29996624414.0,
"- Ký cược, ký quỹ","a.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",705.717.707.920,-,374.127.963.523,-,705717707920.0,,374127963523.0,
- Phải thu trả lại hàng,a.1) Chi tiết theo nội dung > - Phải thu trả lại hàng,- Phải thu trả lại hàng,-,-,168.486.489.023,-,,,168486489023.0,
- Hợp tác kinh doanh (5)&(6),a.1) Chi tiết theo nội dung > - Hợp tác kinh doanh (5)&(6),- Hợp tác kinh doanh (5)&(6),1.945.287.483.226,-,1.997.921.100.451,-,1945287483226.0,,1997921100451.0,
- Các khoản chi/bù trừ công nợ hộ (7)&(8),a.1) Chi tiết theo nội dung > - Các khoản chi/bù trừ công nợ hộ (7)&(8),- Các khoản chi/bù trừ công nợ hộ (7)&(8),127.800.526.395,-,237.881.869.735,-,127800526395.0,,237881869735.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,13.858.469.826,(5.775.300.324),12.549.532.007,(5.775.300.324),13858469826.0,-5775300324.0,12549532007.0,-5775300324.0
,,,2.857.415.217.139,(5.775.300.324),2.823.848.674.405,(5.775.300.324),2857415217139.0,-5775300324.0,2823848674405.0,-5775300324.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
"- Ký quỹ, ký cược","a.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",705.717.707.920,-,374.127.963.523,-,705717707920.0,,374127963523.0,
+ Công ty Cổ phần Bất động sản Cen Sài Gòn,a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Bất động sản Cen Sài Gòn,+ Công ty Cổ phần Bất động sản Cen Sài Gòn,7.744.267.734,-,8.394.267.734,-,7744267734.0,,8394267734.0,
+ Công ty Cổ phần Hồng Lam Xuân Thành (1),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Hồng Lam Xuân Thành (1),+ Công ty Cổ phần Hồng Lam Xuân Thành (1),422.755.178.176,-,254.268.689.153,-,422755178176.0,,254268689153.0,
+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),38.650.639.863,-,52.650.639.863,-,38650639863.0,,52650639863.0,
+ Công ty Cổ phần Paradise Đại Lải (3),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Paradise Đại Lải (3),+ Công ty Cổ phần Paradise Đại Lải (3),55.000.000.000,-,55.000.000.000,-,55000000000.0,,55000000000.0,
+ Công ty Cổ phần Bất động sản Galaxy Land (4),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Bất động sản Galaxy Land (4),+ Công ty Cổ phần Bất động sản Galaxy Land (4),167.075.982.647,-,-,-,167075982647.0,,,
+ Các đối tượng khác,a.2) Chi tiết theo đối tượng > + Các đối tượng khác,+ Các đối tượng khác,14.491.639.500,-,3.814.366.773,-,14491639500.0,,3814366773.0,
- Hợp tác kinh doanh,a.2) Chi tiết theo đối tượng > - Hợp tác kinh doanh,- Hợp tác kinh doanh,1.945.287.483.226,-,1.997.921.100.451,-,1945287483226.0,,1997921100451.0,
