row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,31/12/2024_2,31/12/2024_3,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2024_2,numeric__31/12/2024_3
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,164.080.000.000,-,160.930.000.000,-,164080000000.0,,160930000000.0,
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,8.000.000.000,-,8.000.000.000,-,8000000000.0,,8000000000.0,
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,74.500.000.000,-,74.500.000.000,-,74500000000.0,,74500000000.0,
- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,16.000.000.000,-,16.000.000.000,-,16000000000.0,,16000000000.0,
- Công ty TNHH Cen Prime,- Công ty TNHH Cen Prime,- Công ty TNHH Cen Prime,2.000.000.000,-,2.000.000.000,-,2000000000.0,,2000000000.0,
- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,20.000.000.000,-,20.000.000.000,-,20000000000.0,,20000000000.0,
- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,20.000.000.000,-,20.000.000.000,-,20000000000.0,,20000000000.0,
- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,12.880.000.000,-,12.880.000.000,-,12880000000.0,,12880000000.0,
- Công ty Cổ phần Cen HCM (*),- Công ty Cổ phần Cen HCM (*),- Công ty Cổ phần Cen HCM (*),8.150.000.000,-,5.000.000.000,-,8150000000.0,,5000000000.0,
- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,- Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Phố Xanh Group,2.550.000.000,-,2.550.000.000,-,2550000000.0,,2550000000.0,
- Công ty Cổ phần Bất động sản An Holding (**),- Công ty Cổ phần Bất động sản An Holding (**),- Công ty Cổ phần Bất động sản An Holding (**),-,-,-,-,,,,
,,,164.080.000.000,-,160.930.000.000,-,164080000000.0,,160930000000.0,
