row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024 > VND,Năm 2023 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2024 > VND,numeric__Năm 2023 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,1.392.614.378.632,844.993.497.421,,24.0,1392614378632.0,844993497421.0
02,02,02,2. Các khoản giảm trừ doanh thu,25,,92.520.781.514,,25.0,,92520781514.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.392.614.378.632,752.472.715.907,,,1392614378632.0,752472715907.0
11,11,11,4. Giá vốn hàng bán,26,1.159.164.267.051,627.912.549.806,,26.0,1159164267051.0,627912549806.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,233.450.111.581,124.560.166.101,,,233450111581.0,124560166101.0
21,21,21,6. Doanh thu hoạt động tài chính,27,39.951.911.084,54.788.487.675,,27.0,39951911084.0,54788487675.0
22,22,22,7. Chi phí tài chính,28,91.217.230.779,86.121.697.564,,28.0,91217230779.0,86121697564.0
23,23,23,Trong đó: Chi phí lãi vay,,72.405.473.311,86.121.697.564,,,72405473311.0,86121697564.0
25,25,25,8. Chi phí bán hàng,29,21.450.638.332,16.064.315.927,,29.0,21450638332.0,16064315927.0
26,26,26,9. Chi phí quản lý doanh nghiệp,30,68.988.056.219,69.082.591.351,,30.0,68988056219.0,69082591351.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,91.746.097.335,8.080.048.934,,,91746097335.0,8080048934.0
31,31,31,11. Thu nhập khác,31,2.128.685.851,7.268.509.543,,31.0,2128685851.0,7268509543.0
32,32,32,12. Chi phí khác,32,34.983.062.331,4.481.271.340,,32.0,34983062331.0,4481271340.0
40,40,40,13. Lợi nhuận khác,,(32.854.376.480),2.787.238.203,,,-32854376480.0,2787238203.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,58.891.720.855,10.867.287.137,,,58891720855.0,10867287137.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,33,14.218.834.157,2.711.822.546,,33.0,14218834157.0,2711822546.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,,,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,44.672.886.698,8.155.464.591,,,44672886698.0,8155464591.0
