row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
Bên khác (tiếp),Bên khác (tiếp),Bên khác (tiếp),VND,VND,VND,VND,,,,
- Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),Bên khác (tiếp) > - Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),- Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),629.361.780,-,421.558.992,-,629361780.0,,421558992.0,
- Khách hàng dự án Hoa Tiên Paradise,Bên khác (tiếp) > - Khách hàng dự án Hoa Tiên Paradise,- Khách hàng dự án Hoa Tiên Paradise,58.067.395.196,-,70.239.266.928,-,58067395196.0,,70239266928.0,
- Phải trả các đối tượng khác,Bên khác (tiếp) > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,202.243.935.866,(4.650.995.555),156.176.872.948,(4.650.995.555),202243935866.0,-4650995555.0,156176872948.0,-4650995555.0
,,,552.154.160.302,(27.024.968.367),526.576.967.736,(15.837.981.961),552154160302.0,-27024968367.0,526576967736.0,-15837981961.0
6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN,,,,
,,,31/12/2024,31/12/2024,01/01/2024,01/01/2024,,,,
,,,Giá trị,Dự phòng,Giá trị,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Bên liên quan,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN > Bên liên quan,Bên liên quan,-,-,3.090.086.598,-,,,3090086598.0,
- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN > - Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,-,-,74.999.998,-,,,74999998.0,
- Công ty Cổ phần Tập đoàn Thế Kỳ,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN > - Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,-,-,3.015.086.600,-,,,3015086600.0,
Bên khác,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN > Bên khác,Bên khác,35.833.710.777,-,93.145.628.457,-,35833710777.0,,93145628457.0,
- Hợp tác xã Thành Công (*),6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN > - Hợp tác xã Thành Công (*),- Hợp tác xã Thành Công (*),6.066.195.031,-,61.413.506.042,-,6066195031.0,,61413506042.0,
- Công ty Cổ phần Hồng Lam Xuân Thành,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN > - Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,18.752.655.145,-,18.719.031.235,-,18752655145.0,,18719031235.0,
- Công ty Cổ phần C - Holdings,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN > - Công ty Cổ phần C - Holdings,- Công ty Cổ phần C - Holdings,8.914.631.779,-,9.023.574.165,-,8914631779.0,,9023574165.0,
- Phải trả các đối tượng khác,6. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,2.100.228.822,-,3.989.517.015,-,2100228822.0,,3989517015.0,
,,,35.833.710.777,-,96.235.715.055,-,35833710777.0,,96235715055.0,
