row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2024 > VND,01/01/2024 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2024 > VND,numeric__01/01/2024 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.348.538.728.770,1.303.927.067.185,,,1348538728770.0,1303927067185.0
310,310,310,I. Nợ ngắn hạn,,1.272.085.001.496,928.666.581.993,,,1272085001496.0,928666581993.0
311,311,311,1. Phải trả người bán ngắn hạn,16,105.700.143.183,60.215.466.759,,16.0,105700143183.0,60215466759.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,6.271.753.058,14.799.967.154,,17.0,6271753058.0,14799967154.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,73.098.854.471,62.230.355.457,,18.0,73098854471.0,62230355457.0
314,314,314,4. Phải trả người lao động,,45.459.641.224,12.466.468.746,,,45459641224.0,12466468746.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,18.736.188.232,55.218.760.058,,19.0,18736188232.0,55218760058.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,2.796.327.537,77.098.898.865,,21.0,2796327537.0,77098898865.0
319,319,319,7. Phải trả ngắn hạn khác,20,98.756.874.758,235.614.513.790,,20.0,98756874758.0,235614513790.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,15,921.235.799.690,410.992.731.821,,15.0,921235799690.0,410992731821.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,29.419.343,29.419.343,,,29419343.0,29419343.0
330,330,330,II. Nợ dài hạn,,76.453.727.274,375.260.485.192,,,76453727274.0,375260485192.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,21,68.055.155.893,-,,21.0,68055155893.0,
337,337,337,2. Phải trả dài hạn khác,20,7.886.626.929,21.275.445.192,,20.0,7886626929.0,21275445192.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,15,511.944.452,353.985.040.000,,15.0,511944452.0,353985040000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.503.379.040.006,5.458.709.735.358,,,5503379040006.0,5458709735358.0
410,410,410,I. Vốn chủ sở hữu,22,5.503.379.040.006,5.458.709.735.358,,22.0,5503379040006.0,5458709735358.0
411,411,411,1. Vốn góp của chủ sở hữu,,4.636.785.340.000,4.636.785.340.000,,,4636785340000.0,4636785340000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.636.785.340.000,4.636.785.340.000,,,4636785340000.0,4636785340000.0
412,412,412,2. Thặng dư vốn cổ phần,,149.798.900.000,149.798.900.000,,,149798900000.0,149798900000.0
414,414,414,3. Vốn khác của chủ sở hữu,,36.000.000.000,36.000.000.000,,,36000000000.0,36000000000.0
415,415,415,4. Cổ phiếu quỹ,,(1.080.000),(1.080.000),,,-1080000.0,-1080000.0
418,418,418,5. Quỹ đầu tư phát triển,,131.976.589.086,131.976.589.086,,,131976589086.0,131976589086.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,548.819.290.920,504.149.986.272,,,548819290920.0,504149986272.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,504.149.986.272,495.994.521.681,,,504149986272.0,495994521681.0
421b,421b,421b,- LNST chưa phân phối năm nay,,44.669.304.648,8.155.464.591,,,44669304648.0,8155464591.0
