row_label_raw,row_label_full,"Công ty Cổ phần Bất động sản Thế KỹTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Các giao dịch trọng yếu giữa Công ty và công ty con trong năm: Xem Thuyết minh 39.Thông tin chỉ tiết về các đơn vị nhận đầu tư:Tên công ty nhận đầu tư > Công ty con- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới","Công ty Cổ phần Bất động sản Thế KỹTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Nơi thành lập và hoạt động > Tầng 4, tòa A Sky City, số 88 Láng Hạ, phường Láng Hạ,quận Đống Đa, thành phố Hà Nội","Công ty Cổ phần Bất động sản Thế KỹTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Tỷ lệ lợi ích > 80%","Công ty Cổ phần Bất động sản Thế KỹTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Tỷ lệ biểu quyết > 80%","Báo cáo tài chính riêngcho năm tài chính kết thúc ngày 31/12/2024 > Hoạt động kinh doanh chính > Cung cấp dịch vụ giá trị gia tăng trên mạng internet, quảng cáo, tổ chức xúc tiến thương mại, nghiên cứu thị trường.","numeric__Công ty Cổ phần Bất động sản Thế KỹTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Nơi thành lập và hoạt động > Tầng 4, tòa A Sky City, số 88 Láng Hạ, phường Láng Hạ,quận Đống Đa, thành phố Hà Nội","numeric__Công ty Cổ phần Bất động sản Thế KỹTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Tỷ lệ lợi ích > 80%","numeric__Công ty Cổ phần Bất động sản Thế KỹTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Tỷ lệ biểu quyết > 80%","numeric__Báo cáo tài chính riêngcho năm tài chính kết thúc ngày 31/12/2024 > Hoạt động kinh doanh chính > Cung cấp dịch vụ giá trị gia tăng trên mạng internet, quảng cáo, tổ chức xúc tiến thương mại, nghiên cứu thị trường."
- Công ty TNHH TMĐT Ngôi nhà Thế Kỹ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỹ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỹ,"Số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",100%,100%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê. Tư vấn, môi giới, quản lý, quảng cáo bất động sản.",,1.0,1.0,
- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,"Số 137 đường Nguyễn Ngọc Vũ, phường Trung Hoà, quận Cầu Giấy, thành phố Hà Nội",80%,80%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê. Tư vấn, môi giới, quản lý, quảng cáo bất động sản.",,0.8,0.8,
