row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,65.811.492.044,65.811.492.044,23.877.393.608,23.877.393.608,65811492044.0,65811492044.0,23877393608.0,23877393608.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỷ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỷ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỷ,8.645.848.448,8.645.848.448,-,-,8645848448.0,8645848448.0,,
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỷ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỷ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỷ,177.436.603,177.436.603,402.084.103,402.084.103,177436603.0,177436603.0,402084103.0,402084103.0
- Công ty Cổ phần Tập đoàn Thế Kỷ,- Công ty Cổ phần Tập đoàn Thế Kỷ,- Công ty Cổ phần Tập đoàn Thế Kỷ,3.296.613.707,3.296.613.707,-,-,3296613707.0,3296613707.0,,
- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,4.693.542.986,4.693.542.986,4.634.574.200,4.634.574.200,4693542986.0,4693542986.0,4634574200.0,4634574200.0
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,9.270.046.350,9.270.046.350,6.409.622.084,6.409.622.084,9270046350.0,9270046350.0,6409622084.0,6409622084.0
- Công ty TNHH TMĐT Ngôi nhà Thế Kỷ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỷ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỷ,21.830.271.715,21.830.271.715,1.409.550.842,1.409.550.842,21830271715.0,21830271715.0,1409550842.0,1409550842.0
- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,1.090.221.430,1.090.221.430,1.492.632.861,1.492.632.861,1090221430.0,1090221430.0,1492632861.0,1492632861.0
- Công ty Cổ phần Cen Miền Trung,- Công ty Cổ phần Cen Miền Trung,- Công ty Cổ phần Cen Miền Trung,2.722.397.552,2.722.397.552,2.722.397.552,2.722.397.552,2722397552.0,2722397552.0,2722397552.0,2722397552.0
