row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",3.582.465.716,6.862.477.480,3582465716.0,6862477480.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,18.398.164.096,18.539.648.323,18398164096.0,18539648323.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,11.384.776.730,17.737.906.374,11384776730.0,17737906374.0
Chi phí /(Hoàn nhập) dự phòng,Chi phí /(Hoàn nhập) dự phòng,Chi phí /(Hoàn nhập) dự phòng,11.186.986.406,-,11186986406.0,
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",73.475.042,61.783.997,73475042.0,61783997.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,12.081.411.007,13.208.560.536,12081411007.0,13208560536.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,12.280.777.222,12.672.214.641,12280777222.0,12672214641.0
,,,68.988.056.219,69.082.591.351,68988056219.0,69082591351.0
Trong đó: Chi phí mua của các bên liên quan,Trong đó: Chi phí mua của các bên liên quan,Trong đó: Chi phí mua của các bên liên quan,10.066.825.893,5.653.018.646,10066825893.0,5653018646.0
