row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Số liệu đã báo cáo,Số điều chỉnh,Trình bày lại,numeric__Mã số,numeric__Số liệu đã báo cáo,numeric__Số điều chỉnh,numeric__Trình bày lại
,,,,VND,VND,VND,,,,
I. BẢNG CÂN ĐỐI KẾ TOÁN,I. BẢNG CÂN ĐỐI KẾ TOÁN,I. BẢNG CÂN ĐỐI KẾ TOÁN,I. BẢNG CÂN ĐỐI KẾ TOÁN,I. BẢNG CÂN ĐỐI KẾ TOÁN,I. BẢNG CÂN ĐỐI KẾ TOÁN,I. BẢNG CÂN ĐỐI KẾ TOÁN,,,,
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,,,,
TÀI SẢN NGẮN HẠN,Tại ngày 31 tháng 12 năm 2021 > TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,100,1.498.275.173.663,3.731.065.293,1.502.006.238.956,100.0,1498275173663.0,3731065293.0,1502006238956.0
Tài sản thiếu chờ xử lý,Tại ngày 31 tháng 12 năm 2021 > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,55.656.784,25.668.600,81.325.384,139.0,55656784.0,25668600.0,81325384.0
Hàng tồn kho,Tại ngày 31 tháng 12 năm 2021 > Hàng tồn kho,Hàng tồn kho,141,700.716.154.167,3.029.048.857,703.745.203.024,141.0,700716154167.0,3029048857.0,703745203024.0
Chỉ phí trả trước ngắn hạn,Tại ngày 31 tháng 12 năm 2021 > Chỉ phí trả trước ngắn hạn,Chỉ phí trả trước ngắn hạn,151,4.395.967.198,676.347.836,5.072.315.034,151.0,4395967198.0,676347836.0,5072315034.0
