row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,05 - 50,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,04 - 20,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,03 - 08,
"Phương tiện vận tải, thiết bị truyền dẫn","Phương tiện vận tải, thiết bị truyền dẫn","Phương tiện vận tải, thiết bị truyền dẫn",06 - 30,
Tài sản khác,Tài sản khác,Tài sản khác,05 - 25,
