row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Số liệu đã báo cáo,Số điều chỉnh,Trình bày lại,numeric__Mã số,numeric__Số liệu đã báo cáo,numeric__Số điều chỉnh,numeric__Trình bày lại
,,,,VND,VND,VND,,,,
II. BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,II. BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,II. BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,II. BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,II. BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,II. BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,II. BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,,,,
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,,,,
Giá vốn hàng bán và dịch vụ đã cung cấp,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 > Giá vốn hàng bán và dịch vụ đã cung cấp,Giá vốn hàng bán và dịch vụ đã cung cấp,11,6.195.124.697.941,(21.105.730.324),6.174.018.967.617,11.0,6195124697941.0,-21105730324.0,6174018967617.0
Chi phí tài chính,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 > Chi phí tài chính,Chi phí tài chính,22,124.900.599.082,2.704.085.959,127.604.685.041,22.0,124900599082.0,2704085959.0,127604685041.0
Chi phí bán hàng,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 > Chi phí bán hàng,Chi phí bán hàng,25,130.537.061.567,3.820.189.317,134.357.250.884,25.0,130537061567.0,3820189317.0,134357250884.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,93.123.113.586,16.114.034.191,109.237.147.777,51.0,93123113586.0,16114034191.0,109237147777.0
Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 > Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,(556.825.685),(1.692.778.581),(2.249.604.266),52.0,-556825685.0,-1692778581.0,-2249604266.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 > Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,368.517.651.583,160.199.438,368.677.851.021,60.0,368517651583.0,160199438.0,368677851021.0
