row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2022,Từ 01 năm trở xuống VND > Tại ngày 31 tháng 12 năm 2022,Trên 01 đến 05 năm VND > Tại ngày 31 tháng 12 năm 2022,Trên 05 năm VND > Tại ngày 31 tháng 12 năm 2022,Cộng VND > Tại ngày 31 tháng 12 năm 2022,numeric__Từ 01 năm trở xuống VND > Tại ngày 31 tháng 12 năm 2022,numeric__Trên 01 đến 05 năm VND > Tại ngày 31 tháng 12 năm 2022,numeric__Trên 05 năm VND > Tại ngày 31 tháng 12 năm 2022,numeric__Cộng VND > Tại ngày 31 tháng 12 năm 2022
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,1.094.900.651.814,422.280.771.083,-,1.517.181.422.897,1094900651814.0,422280771083.0,,1517181422897.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,111.933.245.928,-,-,111.933.245.928,111933245928.0,,,111933245928.0
Vay và nợ,Vay và nợ,Vay và nợ,872.603.704.822,10.794.289.911.653,8.985.809.162.451,20.652.702.778.926,872603704822.0,10794289911653.0,8985809162451.0,20652702778926.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,1.111.635.262.121,3.000.701.307.033,-,4.112.336.569.154,1111635262121.0,3000701307033.0,,4112336569154.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,664.565.688.704,56.750.748.994,5.500.000.000,726.816.437.698,664565688704.0,56750748994.0,5500000000.0,726816437698.0
Cộng,Cộng,Cộng,3.855.638.553.389,14.274.022.738.763,8.991.309.162.451,27.120.970.454.603,3855638553389.0,14274022738763.0,8991309162451.0,27120970454603.0
