row_label_raw,row_label_full,col_0,31.12.2022VND,01.01.2022VND,numeric__31.12.2022VND,numeric__01.01.2022VND
Bên liên quan,Bên liên quan,Bên liên quan,159.081.107.411,156.948.746.334,159081107411.0,156948746334.0
Công ty Cố phần Xây dựng Đèo Cả,Công ty Cố phần Xây dựng Đèo Cả,Công ty Cố phần Xây dựng Đèo Cả,116.695.539.018,-,116695539018.0,
Công ty Cố phần BOT Trung Lương - Mỹ Thuận,Công ty Cố phần BOT Trung Lương - Mỹ Thuận,Công ty Cố phần BOT Trung Lương - Mỹ Thuận,22.098.459.698,270.000.000,22098459698.0,270000000.0
Công ty Cố phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cố phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cố phần Đầu tư BOT Đèo Cả Khánh Hòa,13.361.179.695,8.018.141.334,13361179695.0,8018141334.0
Công ty Cố phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,Công ty Cố phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,Công ty Cố phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,125.929.000,700.000.000,125929000.0,700000000.0
CTCP Tập đoàn Đầu tư xây dựng Câu đường Sài Gòn - Phú Yên,CTCP Tập đoàn Đầu tư xây dựng Câu đường Sài Gòn - Phú Yên,CTCP Tập đoàn Đầu tư xây dựng Câu đường Sài Gòn - Phú Yên,6.800.000.000,-,6800000000.0,
Công ty Cố phần Tập đoàn Đèo Cả,Công ty Cố phần Tập đoàn Đèo Cả,Công ty Cố phần Tập đoàn Đèo Cả,-,140.481.698.327,,140481698327.0
Công ty Cố phần Tư vấn Xây dựng A2Z,Công ty Cố phần Tư vấn Xây dựng A2Z,Công ty Cố phần Tư vấn Xây dựng A2Z,-,6.656.906.673,,6656906673.0
Công ty Cố phần Tư vấn Xây dựng Hoàng Long,Công ty Cố phần Tư vấn Xây dựng Hoàng Long,Công ty Cố phần Tư vấn Xây dựng Hoàng Long,-,822.000.000,,822000000.0
Bên thứ ba,Bên thứ ba,Bên thứ ba,45.847.550.058,247.391.026.620,45847550058.0,247391026620.0
Công ty Cố phần Tư vấn Xây dựng A2Z,Công ty Cố phần Tư vấn Xây dựng A2Z,Công ty Cố phần Tư vấn Xây dựng A2Z,6.966.815.764,-,6966815764.0,
Công ty Cố phần Xây dựng Câu đường 19,Công ty Cố phần Xây dựng Câu đường 19,Công ty Cố phần Xây dựng Câu đường 19,5.159.490.529,5.159.490.529,5159490529.0,5159490529.0
Công ty Cố phần Sông Đà 10,Công ty Cố phần Sông Đà 10,Công ty Cố phần Sông Đà 10,5.082.418.376,5.082.418.376,5082418376.0,5082418376.0
Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,3.399.652.533,3.399.652.533,3399652533.0,3399652533.0
Công ty TNHH Thu phí tự động VETC,Công ty TNHH Thu phí tự động VETC,Công ty TNHH Thu phí tự động VETC,2.105.260.000,907.780.000,2105260000.0,907780000.0
Công ty Cố phần Tư vấn Xây dựng Hoàng Long,Công ty Cố phần Tư vấn Xây dựng Hoàng Long,Công ty Cố phần Tư vấn Xây dựng Hoàng Long,1.342.200.000,-,1342200000.0,
Công ty Cố phần Xây dựng Đèo Cả,Công ty Cố phần Xây dựng Đèo Cả,Công ty Cố phần Xây dựng Đèo Cả,-,177.848.367.430,,177848367430.0
Đổi tượng khác,Đổi tượng khác,Đổi tượng khác,21.791.712.856,54.993.317.752,21791712856.0,54993317752.0
Cộng,Cộng,Cộng,204.928.657.469,404.339.772.954,204928657469.0,404339772954.0
