row_label_raw,row_label_full,Thuê giá trị gia tăng,01.01.2022VND > 2.402.093.441,Số phải thu trong nămVND > 118.911.073,Số đã thực thu trong nămVND > 2.402.093.441,31.12.2022VND > 118.911.073,numeric__01.01.2022VND > 2.402.093.441,numeric__Số phải thu trong nămVND > 118.911.073,numeric__Số đã thực thu trong nămVND > 2.402.093.441,numeric__31.12.2022VND > 118.911.073
Thuê thu nhập doanh nghiệp,Thuê thu nhập doanh nghiệp,Thuê thu nhập doanh nghiệp,,-,-,-,,,,
Thuê thu nhập cá nhân,Thuê thu nhập cá nhân,Thuê thu nhập cá nhân,,-,-,-,,,,
Thuê tài nguyên,Thuê tài nguyên,Thuê tài nguyên,,-,-,-,,,,
Các khoản thuê khác,Thuê tài nguyên > Các khoản thuê khác,Các khoản thuê khác,118.911.073,-,118.911.073,-,118911073.0,,118911073.0,
Cộng,Thuê tài nguyên > Cộng,Cộng,2.521.004.514,118.911.073,2.521.004.514,118.911.073,2521004514.0,118911073.0,2521004514.0,118911073.0
